Speaker,Text,pageNumbers
NA,"Thursday, 9 April 1998",13
Mr SPEAKER ,Rt Hon. Ian Sinclair),13
NA,resumed the chair at 8.30 a.m.,13
NA,BUSINESS,13
Mr REITH ,Flinders-Leader of the,13
NA,"House) (8.30 a.m.)- Mr Speaker, for the",13
NA,"information of members, we are awaiting the",13
NA,final delivery to all members of documenta-,13
NA,tion. It will take a couple of moments for that,13
NA,material to be made available.,13
NA,I might start by thanking those officers of,13
NA,the parliament and officers of the Attorney-,13
NA,General's Department and other relevant,13
NA,sections for the work they have been doing,13
NA,overnight. We have been through this situa-,13
NA,"tion before where, when the Senate sits very",13
NA,"late, there is then the very",13
NA,putting together the sum total of the con-,13
NA,siderations of the Senate so that the amend-,13
NA,ments and outcomes of the Senate process can,13
NA,be transmitted through to the House of Repre-,13
NA,sentatives.,13
NA,That also involves a very detailed examin-,13
NA,"ation of the outstanding issues, so it is there-",13
NA,fore important that the executive be fully,13
NA,briefed on the outcomes from the Senate. That,13
NA,has meant that a very large number of people,13
NA,"have had to work all through the night, for",13
NA,hour upon hour. I do not think the Senate,13
NA,completed its deliberations until around 2.30,13
NA,a.m. So we thank all those who have been,13
NA,responsible for completing that work.,13
NA,The course of action now proposed is that,13
NA,the House will consider these matters in,13
NA,committee. We propose to have two speakers,13
NA,"a side of 15 minutes and five minutes, so we",13
NA,hope the House will be able to adjourn for the,13
NA,Easter break in roughly 45 minutes. They are,13
NA,the administrative matters that have been,13
NA,concluded.,13
NA,The schedule of amendments made by the,13
NA,"Senate will cover validation, the right to",13
NA,"negotiate, the question of the Racial Discrimi-",13
NA,"nation Act, the proposals in respect of a",13
NA,"sunset clause, all of those being very signifi- Opp (RN42)",13
NA,"cant issues, and other significant issues which",13
NA,have been raised during the lengthy debate in,13
NA,the Senate. I thank members for their pa-,13
NA,tience.,13
NA,Mr Bradford-If I could take a point of,13
NA,"order, Mr Speaker, the Leader of the House",13
NA,announced arrangements that have been made,13
NA,for this debate. I am just not sure to what,13
NA,extent those arrangements include the minor,13
NA,parties and Independents. I realise those,13
NA,arrangements are not made with regard to our,13
NA,interests. I have a great interest in this matter,13
NA,and would hope to have the opportunity to,13
NA,"make at least a few brief remarks, not want-",13
NA,ing to hold people up from getting home to,13
NA,their families at Easter.,13
Mr SPEAKER,I can assure the honour-,13
NA,able member that the standing orders do not,13
NA,discriminate between any members of this,13
NA,"House, whatever the particular group of",13
NA,people with whom they might be sitting at,13
NA,significant task of anyone time.,13
NA,NA TIVE TITLE AMENDMENT BILL,13
NA,1997 [No.2],13
NA,Consideration of Senate Message,13
NA,Bill returned from the Senate with amend-,13
NA,ments.,13
NA,Ordered that the amendments be taken into,13
NA,consideration forthwith.,13
NA,Senate's amendments-,13
NA,Validation,13
NA,Govt (1),13
NA,"Schedule 1, item 39, page 136 (lines 32 to 34),",13
NA,"omit paragraph (8)(b), substitute:",13
NA,(b) the grant or vesting of any thing expressly,13
NA,".for the benefit of, or to or in a person to",13
NA,"hold on trust expressly for the benefit of,",13
NA,Aboriginal peoples or Torres Strait,13
NA,Islanders; or,13
NA,Govt (2),13
NA,"Schedule I, item 39, page 137 (lines 16 to 18),",13
NA,"omit subparagraph (iii), substitute:",13
NA,(iii) a lease granted expressly for the benefit,13
NA,"of, or to a person to hold on trust ex-",13
NA,"pressly for the benefit of, Aboriginal",13
NA,peoples or Torres Strait Islanders; or,13
NA,Racial Discrimination Act,13
NA,"Schedule I, item 3, page 5 (lines 4 and 5),",13
NA,"omit the item, substitute:",13
NA,3 Section 7,14
NA,"Repeal the section, substitute:",14
NA,7 Relationship with Racial Discrimination Act,14
NA,(1) This Act is intended to be read and con-,14
NA,strued subject to the provisions of the,14
NA,Racial Discrimination Act 1975.,14
NA,"(2) Subs(!Ction (1) ""oes not affect the validation",14
NA,of past acts or intennediate period acts by,14
NA,or in accordance with this Act.,14
NA,Note: The provisions of the Racial Discrimi-,14
NA,nation Act 1975 apply to the perfonn-,14
NA,ance of functions and exercise of pow-,14
NA,ers conferred by or authorised by this,14
NA,"Act. To construe this Act, and thereby",14
NA,"to determine its operation, ambiguous",14
NA,tenns should be construed consistently,14
NA,with the Racial Discrimination Act,14
NA,1975 if that construction would remove,14
NA,ambiguity.,14
NA,Registration test,14
NA,Govt (66),14
NA,"Schedule 1, item 9, page 94 (after line 18), at the",14
NA,"end of section 30, add:",14
NA,Registered native title rights and interests,14
NA,"(3) For the purposes of this Subdivision, the",14
NA,registered native title rights and interests of,14
NA,a native title party are:,14
NA,(a) if the native title party is such because an,14
NA,entry has been made on the National,14
NA,Native Title Register-the native title,14
NA,rights and interests described in that,14
NA,entry; or,14
NA,(b) if the native title party is such because an,14
NA,entry has been made on the Register of,14
NA,Native Title Claims-the native title,14
NA,rights and interests described in that,14
NA,entry.,14
NA,"Note: The heading to section 30, page 93",14
NA,(line 21) is altered by adding at the end,14
NA,lIetc. lI .,14
NA,Govt (67),14
NA,"Schedule 1, item 9, page 95 (line 10), omit",14
NA,"""determined or claimed"", substitute ""registered"".",14
NA,Govt (68),14
NA,"Schedule 1, item 9, page 106 (line 11), omit",14
NA,"""determined or claimed"", substitute ""registered"".",14
NA,Govt (69),14
NA,"Schedule 1, item 9, page 106 (lines 27 and 28),",14
NA,"omit ""determined or claimed"", substitute ""regis-",14
NA,"tered"".",14
NA,"Govt, (70) J7",14
NA,"Schedule 2, page 200 (after line 9), after item 60,",14
NA,insert:,14
NA,60A After p-ragraph 186(1)(f),14
NA,Insert:,14
NA,; (g) a description of the native title rights and,14
NA,interests in the claim that:,14
NA,(i) the Registrar in applying subsection,14
NA,190B(6); or,14
NA,(ii) a recognised Statefferritory body in,14
NA,applying provisions equivalent to that,14
NA,subsection;,14
NA,"considered, prima faCie, could be established.",14
NA,Govt (71),14
NA,"Schedule 2, item 63, page 203 (line 2), omit ""3",14
NA,"months"", substitute ""4 months"".",14
NA,Govt (72),14
NA,"Schedule 2, item 63, page 203 (line 8), omit",14
NA,"""accompanying documents"", substitute ""other",14
NA,"documents provided by the applicant"".",14
NA,"Govt (74) ,",14
NA,"Schedule 2, item 67, page 209 (line 21), after",14
NA,"""are"", insert ""and a description of the nature and",14
NA,extent of the native title rights and interests,14
NA,"concerned"".",14
NA,Govt (75),14
NA,"Schedule 5, item 11, page 347 (line 30), omit ""3",14
NA,"months"", substitute ""4 months"".",14
NA,Govt (76),14
NA,"Schedule 5, item 11, page 349 (line 4), omit ""3",14
NA,"months"", substitute ""4 months"".",14
NA,Opp (RN34) [amt to Govt (70)],14
NA,"At the end of paragraph 186(1)(g), add ""or",14
NA,"thereafter considers, prima facie, could be",14
NA,"established"" .",14
NA,Opp (RN35) [amt to Govt (70)],14
