Speaker,Text,pageNumbers
NA,"Friday, 23 May 1986",14
NA,Madam SPEAKER (Hon. Joan Child) took,14
NA,"the chair at 10 a.m., and read prayers.",14
NA,ADJOURNMENT OF THE HOUSE: DAIRY,14
NA,Suspension of Standing and Sessional Orders,14
NA,Motion (by Mr Young) proposed:,14
NA,That-,14
NA,"(I) standing order 48A (adjournment of House), as",14
NA,"amended by sessional order, be suspended for",14
NA,"this sitting, and",14
NA,(2) in relation to the proceedings on the following,14
NA,"Bills, so much of the standing and sessional",14
NA,ders be suspended as would prevent the Leader,14
NA,of the House making one declaration of urgency,14
NA,and moving one motion for the allotment of time,14
NA,in respect of all the Bills:,14
NA,Dairy Produce Bill 1986;,14
NA,Dairy Produce Levy (No.1) Bill 1986;,14
NA,Dairy Produce Levy (No.2) Bill 1986;,14
NA,Dairying Industry Research and Promotion Levy,14
NA,(Termination of Levy) Bill 1986;,14
NA,Dairying Industry Stabilization Levy (Termina-,14
NA,tion of Levy) Bill 1986; and,14
NA,Dairy Legislation (Transitional Provisions and,14
NA,Consequential Amendments) Bill 1986.,14
Mr SINCLAIR ,New England-Manager of,14
NA,Opposition Business) (1O.02)-This is yet an-,14
NA,other illustration of a country which has run,14
NA,"amok, with a Government that does not know",14
NA,where it is going or what it is up to. We began,14
NA,"the week with the country in disaster, with the",14
NA,banana republic syndrome alive and well. The,14
NA,bull had well and truly grabbed the Treasurer,14
NA,( Mr Keating) by the tail. This motion today is,14
NA,designed yet again to restrict the opportunities,14
NA,for members to debate issues that are of funda-,14
NA,mental importance. Today we have a package of,14
NA,dairy legislation-not one Bill but six. We will,14
NA,be allowed only a restricted amount of time to,14
NA,debate them. There will be no opportunity for,14
NA,members who are affected electorally by this,14
NA,measure to give the matter adequate,14
NA,consideration.,14
NA,We well understand that the only reason the,14
NA,motion has been moved is that the Government,14
NA,has not been able to get its act together. For,14
NA,"example, it is really quite incredible that, over",14
NA,"this past week, having had nine months to intro-",14
NA,"duce the legislation on capital gains tax, the",14
NA,Government did not have the explanatory mem-,14
NA,orandum ready to present to the House. Today,14
NA,"we will be expected, in the course of a few",14
NA,"hours, to deliberate on measures that will affect",14
NA,the lives and livelihoods of thousands of dairy,14
NA,farmers around this nation. The Opposition does,14
NA,not accept that it is necessary to have a guillo-,14
NA,tine affecting these measures.,14
NA,Of all the measures that have been before the,14
NA,"LEGISLATION Parliament, the changes introduced in this area",14
NA,demonstrate as much as anything that the Gov-,14
NA,ernment does not know where it is going. We,14
NA,should understand that this is about the third,14
NA,separate package that has been presented to us,14
NA,in this area. The industry is still far from happy.,14
NA,Many people in various States see the Govern-,14
NA,ment's intrusion as preventing altogether their,14
NA,opportunity to carryon their business as they,14
NA,orwould wish. We are concerned that all the issues,14
NA,relating to the measure should be adequately,14
NA,"debated, but with a guillotine it is impossible to",14
NA,do so. On that basis the Opposition does not,14
NA,support the motion and will vote against it.,14
NA,Question put:,14
NA,That the motion ( Mr Young's) be agreed to.,14
NA,The House divided.,14
NA,(Madam Speaker-Hon. Joan Child),14
NA,Ayes 69,14
NA,Noes 52,14
NA,Majority 17,14
NA,AYES,14
NA,"Baldwin, P. J. Keating, P. J.",14
NA,"Beddall, D. P. Kelly, R. J.",14
NA,"Blanchard, C. A. Kent, L.",14
NA,"Blewett, N. Keogh, L. J.",14
NA,"Bowen, Lionel Klugman, R. E.",14
NA,"Brown, Robert Lamb, A. H.",14
NA,Brumby. J. M.,14
NA,Charles. D. E.,14
NA,"Langmore, J. V.",14
NA,"Lee, M.",14
NA,Charlesworth. R. I. Lindsay. E. J.,14
NA,"Chynoweth, R. L. MCHugh, J.",14
NA,"Cleeland, P. R. MCLeay, Leo",14
NA,"Cross, M. D. Maher. M. J.",14
NA,"Cunningham, B. T. (Teller) Martin, S. P.",14
NA,"Mayer, H.",14
NA,Dawkins. J. S.,14
NA,"Dubois, S. G. Mildren. J. B.",14
NA,"Duffy, M.J. Milton, P.",14
NA,"Duncan, p,",14
NA,"Edwards, Ronald",14
NA,"Morris, Allan",14
NA,"Morris, Peter",14
NA,"Fatin, W. F. Mountford. J. G.",14
NA,"Fitzgibbon, E. J. O'Keefe, N. P.",14
NA,"Free, R. V. O'Neil, L. R. T.",14
NA,"Gear, G. Price, L. R. S.",14
NA,"Gorman, R. N. J. Punch, G. F.",14
NA,"Grace, E. L. Saunderson, J.",14
NA,"Griffiths,A.G. Scholes, G. G. D.",14
NA,"Hand, G. L.",14
NA,"Holding, A. C.",14
NA,"Scott, J. L.",14
NA,"Snow, J. H.",14
NA,"Hollis, C. Staples, P. R.",14
NA,"Howe,B.L. Theophanous. A. C.",14
NA,"Tickner, R. E.",14
NA,"Humphreys, B. C. (Teller)",14
NA,"Hurford, C. J. Uren, T.",14
NA,"Jacobi, R. West, S.J.",14
NA,"Jakobsen, C. A. Wright, K. W.",14
NA,"Jenkins, H. A. Young. M. J.",14
NA,"Jones, Barry",14
