Speaker,Text,pageNumbers
NA,"Thursday, 26 October 2017",15
NA,"The SPEAKER (Hon. Tony Smith) took the chair at 09:30, made an acknowledgement of",15
NA,country and read prayers.,15
NA,PERSONAL EXPLANATIONS,15
Mr ALBANESE ,"Grayndler) (09:31): Mr Speaker, I seek leave to make a personal",15
NA,explanation.,15
The SPEAKER, Does the member for Grayndler claim to have been misrepresented?,15
Mr ALBANESE," Yes, on multiple occasions.",15
The SPEAKER, Please proceed.,15
Mr ALBANESE," Senator Cash, before the Senate estimates yesterday, made statements",15
NA,"about me that were untrue, that she now knows were untrue and acknowledges are untrue. She",15
NA,"said the following, 'My understanding was that Mr Albanese said that I was tipping off the",15
NA,press gallery personally; that was what was put to me'. On other occasion she told the Senate:,15
NA,"'Several outrageous slurs were made against me today-for example, that I was personally",15
NA,phoning the media gallery. If Anthony Albanese would like to apologise for that statement,15
NA,"then he can.' On a third occasion, Senator Cash, in response to questions from Senator",15
NA,"Cameron, said: 'I had a question time briefing with the Prime Minister and that is it. That is",15
NA,the only conversation I have had with him where I assured him that the statement made by,15
NA,Anthony Albanese that I had been personally phoning the media was 100 per cent incorrect.',15
NA,"Mr Speaker, those statements simply are incorrect. On FIVEaa yesterday, in the Two",15
NA,"Tribes segment that I do with the member for Sturt each Wednesday morning, I said, 'We",15
NA,"know that Senator Cash's office was ringing around media organisations yesterday afternoon,",15
NA,"telling them that this was going to occur.' On other occasion I said, 'People directly got calls",15
NA,from Michaelia Cash's media office.' What I said yesterday was absolutely correct. I also note,15
NA,"that the member for Sturt said on FIVEaa yesterday, 'I don't accept that it's true.' I'm sure he",15
NA,"now accepts it's true, just as he should accept that Senator Cash should resign for misleading",15
NA,the Senate on multiple occasions.,15
NA,MOTIONS,15
NA,Gambling,15
Mr WILKIE ,Denison) (09:33): I seek leave to move the following motion:,15
NA,That this House:,15
NA,(1) notes that:,15
NA,(a) a fifth Crown Casino whistleblower has now made allegations consistent with earlier,15
NA,whistleblowers about serious misconduct at the Casino;,15
NA,(b) one of the allegations is that one or more machines manufactured by Xcite were illegally,15
NA,"tampered with, to reduce the payout to gamblers, through the removal of the ""gamble button"", a feature",15
NA,"which allows users to bet on their winnings, and that the relevant button was replaced by a blank plastic",15
NA,cap;,15
NA,(c) this modification is inconsistent with the regulator's approval of this type of machine and is,15
NA,therefore illegal;,15
NA,NA,15
NA,"(d) to verify the veracity of these latest allegations, one of the Member for Denison's staff visited the",16
NA,"Casino at approximately 10 pm on Sunday, 22 October and confirmed this machine was operating on",16
NA,"the floor of the Casino on the river side, near the membership office, but when that member of staff",16
NA,"revisited the Casino on Wednesday, 25 October at approximately 4 pm the machine had been replaced",16
NA,by a different machine and the first machine was nowhere to be found;,16
NA,(e) the illegal machine disappeared after the Member for Denison raised allegations concerning,16
NA,"Crown Casino in the Parliament, which is clear evidence of someone covering up criminal activity; and",16
NA,(f) there is a record of this episode which will be forwarded to police and the Victorian gambling,16
NA,regulator as soon as possible;,16
NA,"(2) further notes, that it is reasonable to assume that the misconduct in question is not unique to Crown",16
NA,Casino and extends to the poker machine industry broadly; and,16
NA,"(3) calls on the Government, and the Opposition, to immediately support a parliamentary inquiry into",16
NA,"the casino industry so that those who allege misconduct, and representatives of the industry, can have",16
NA,"their say in an open and transparent way and so that the community, including the 17 million who visit",16
NA,"Crown Casino annually, can be witness to this.",16
NA,NA,16
NA,won't shut down the suspension motion if the member for Denison wishes to move it as a,16
NA,suspension.,16
Mr WILKIE, Then I move:,16
NA,That so much of the standing orders be suspended as would prevent the Member for Denison from,16
NA,moving the following motion immediately-That this House:,16
NA,(1) notes that:,16
NA,(a) a fifth Crown Casino whistleblower has now made allegations consistent with earlier,16
NA,whistleblowers about serious misconduct at the Casino;,16
NA,(b) one of the allegations is that one or more machines manufactured by Xcite were illegally,16
NA,"tampered with, to reduce the payout to gamblers, through the removal of the ""gamble button"", a feature",16
NA,"which allows users to bet on their winnings, and that the relevant button was replaced by a blank plastic",16
NA,cap;,16
NA,(c) this modification is inconsistent with the regulator's approval of this type of machine and is,16
NA,therefore illegal;,16
NA,"(d) to verify the veracity of these latest allegations, one of the Member for Denison's staff visited the",16
NA,"Casino at approximately 10 pm on Sunday, 22 October and confirmed this machine was operating on",16
NA,"the floor of the Casino on the river side, near the membership office, but when that member of staff",16
NA,"revisited the Casino on Wednesday, 25 October at approximately 4 pm the machine had been replaced",16
NA,by a different machine and the first machine was nowhere to be found;,16
NA,(e) the illegal machine disappeared after the Member for Denison raised allegations concerning,16
NA,"Crown Casino in the Parliament, which is clear evidence of someone covering up criminal activity; and",16
NA,(f) there is a record of this episode which will be forwarded to police and the Victorian gambling,16
NA,regulator as soon as possible;,16
NA,"(2) further notes, that it is reasonable to assume that the misconduct in question is not unique to Crown",16
NA,Casino and extends to the poker machine industry broadly; and,16
NA,"(3) calls on the Government, and the Opposition, to immediately support a parliamentary inquiry into",16
NA,"the casino industry so that those who allege misconduct, and representatives of the industry, can have",16
NA,"their say in an open and transparent way and so that the community, including the 17 million who visit",16
NA,"Crown Casino annually, can be witness to this.",16
NA,NA,16
NA,There is a pressing need to suspend standing orders and for the parliament to deal with what I,17
NA,will now call the Crown Casino scandal. No longer are we talking about untested allegations,17
NA,"by anonymous whistleblowers. Now we have a credible witness, a senior member of my staff,",17
NA,who went to the casino on two occasions at my direction. On the first occasion he saw an,17
NA,illegal machine in operation on the floor of the casino. It was a machine where a button had,17
NA,been removed and a function had been removed from that machine with the sole intent of,17
NA,increasing the revenue from that machine and decreasing the payout to poker machine,17
NA,"gamblers. When he went back to the casino several days later, the machine had been removed",17
NA,and was nowhere to be found. So not only do we now have a credible witness-not hearsay;,17
NA,this is a man I will stand by and stand behind; I will vouch for what he tells me-who is a,17
NA,"witness in recent days to an illegal poker machine on the floor of Crown Casino, but we also",17
NA,have a credible witness to a criminal cover-up with the removal of that machine as a direct,17
NA,"result, obviously, of the allegations I've been airing in the parliament last week and this week.",17
NA,All of a sudden all of the whistleblowers-five have now approached me-and all of their,17
NA,"allegations, so far untested, are now to be seen in a different light, because at least one of",17
NA,"those allegations, the one allegation I could easily check, we did check and it was found to be",17
NA,"true. So I now am shifting from saying these are allegations which need to be explored, to",17
NA,saying quite clearly and unambiguously at least some of those allegations are correct and,17
NA,Crown Casino is guilty of criminal behaviour.,17
NA,"So far the response in this place has been, 'It's all someone else's problem.' Well, it's not",17
NA,someone else's problem. It is our business. One of the allegations is of money laundering.,17
NA,That is a serious criminal offence. We can only speculate at the purpose of that money,17
NA,laundering. Is it to do with drug running? Is it to do with terrorism? Who knows what it's to,17
NA,do with? That should concern us.,17
NA,"One of the allegations is about the competence of the Victorian regulator, another reason",17
NA,"for federal intervention. It comes back to the point that, when it comes to poker machine",17
NA,"regulation in this country, we simply cannot trust the state and territory governments to",17
NA,"regulate it effectively. And no wonder, because they are deeply conflicted. The state and",17
NA,territory governments receive about one-quarter of the money that's lost on the poker,17
NA,"machines in this country. There's over $10 billion a year lost, and about one-quarter of that",17
NA,goes to the state and territory governments. They can't be trusted on the one hand to enjoy that,17
NA,"revenue and want to see more of it, and on the other hand to ensure the industry is run well",17
NA,and the welfare of members of the community is protected.,17
NA,"There is a pressing need for this parliament to act, and the way we can act is to establish a",17
NA,"parliamentary inquiry. This is the ideal way, the perfect way, to let those who have made",17
NA,"allegations, and others, and representatives of the industry who will want to defend their",17
NA,"industry, to come out of the shadows, to stand in the open in front of members of the",17
NA,"parliament, in front of the media, in front of the community and say what they have to say and",17
NA,"to say it in a safe environment, because those witnesses will have the protection of the",17
NA,parliament.,17
NA,"I've now had dealings with five separate whistleblowers about Crown Casino, and some of",17
NA,"them are scared. People say, 'Why don't they just go to the police?' Put yourself in their shoes.",17
NA,Making allegations against one of this country's biggest and richest and most powerful,17
NA,corporations-of course they're scared for their safety! We know the sorts of allegations that,17
NA,NA,17
NA,also circulate about the rough and tumble that you'll see in some parts of the gambling,18
NA,industry in this country. No wonder people are scared. They're worried for their safety.,18
NA,They're worried for the safety of their families. They're worried for their job prospects in the,18
NA,"future. There are any number of reasons why they don't want their identity to be known, but",18
NA,"they come to people like us to do stuff like this, because the justice system, the police, the",18
NA,"regulators, the state and territory governments are not doing their jobs well enough.",18
NA,So far the call for an inquiry has fallen on deaf ears. Both the government and the,18
NA,opposition are refusing to weigh into this. I don't doubt there are some really good people in,18
NA,"this place, some really good people in the government and some really good people in the",18
NA,opposition: people who care about the community and don't like the current shape of the,18
NA,"gambling industry in this country. But, systemically, you're all compromised because the",18
NA,major parties receive millions of dollars in donations from the gambling industry. Crown,18
