Speaker,Text,pageNumbers
NA,"Thursday, 27th August, 1959.",10
Mr SPEAKER ,Hon. John MCLeay),10
NA,"took the chair at 10.30 a.m., and read",10
NA,prayers.,10
Dr EVATT , I wish again to ask the,10
NA,Minister acting for the Minister for,10
NA,External Affairs a question which he,10
NA,answered in part recently. This matter has,10
NA,been referred to a few times in the last four,10
NA,or five weeks. It concerns the situation,10
NA,"in Laos, which seems to have worsened.",10
NA,"The Minister for External Affairs, some",10
NA,"little time ago, advised the House, in effect,",10
NA,that the best course was for Australia to,10
NA,do nothing. I am not suggesting armed,10
NA,"intervention in Laos, but I do suggest that",10
NA,we should use the conciliation processes of,10
NA,"the United Nations, particularly the",10
NA,Security Council. If the situation in Laos,10
NA,were to worsen it could cause a very,10
NA,serious disturbance in Indo-China generally,10
NA,and perhaps further afield. Will the,10
NA,Minister look at this matter again in the,10
NA,light of developments in the last few days?,10
NA,This is an important matter and Australia,10
NA,"-indeed , any nation-ha s the right to",10
NA,bring such matters before either the,10
NA,Security Council or the General Assembly,10
NA,"of the United Nations, as the honorable",10
NA,gentleman knows.,10
Sir GARFIELD BARWICK , A few,10
NA,"days ago, in answer to a question, I told",10
NA,"the right honorable gentleman that, having",10
NA,regard to the need to respect the sovereignty,10
NA,"and independence of Laos, it was not",10
NA,thought advisable at this stage for Aus-,10
NA,"tralia to attempt, on its own initiative, to",10
NA,bring the matter before the United Nations.,10
NA,"Although I did not mention his name, I",10
NA,inferred that Mr Ngon Sananikone had,10
NA,arrived in New York and as I understood-,10
NA,I now know this to be so-wa s having,10
NA,"discussions with Mr Hammarskjold, the",10
NA,Secretary-General of the United Nations.,10
NA,There are a number of courses that may,10
NA,"be taken in relation to the United Nations,",10
NA,and I know that they are currently being,10
NA,explored by the Secretary-General and Mr.,10
NA,Sananikone. I also know that Australia's,10
NA,representative in New York is keeping: in,10
NA,"close touch with the situation and, indeed,",10
NA,is having conversations with Mr.,10
NA,Sananikone. The Government feels that,10
NA,this small but important nation of Laos,10
NA,desires to determine as far as possible its,10
NA,own course of action. We would like to,10
NA,respect that desire so long as there is no,10
NA,flare up of activities beyond the borders,10
NA,LAOS. of Laos.,10
NA,DEVELOPMENT OF NORTHERN,10
NA,AUSTRALIA.,10
Mr BROWNE, I should like to ask a,10
NA,question of the Minister representing the,10
NA,Minister for National Development. Can,10
NA,the Minister inform the House whether,10
NA,there is in existence a government blue-,10
NA,print for the agricultural and mineral,10
NA,development of the north of Australia or,10
NA,whether the Government envisages any,10
NA,desirable line of progress in this matter? If,10
NA,"such a blueprint is in existence, or if the",10
NA,Government envisages any desirable line of,10
NA,"progress, will the Minister acknowledge the",10
NA,due importance of the matter by making,10
NA,this information public?,10
Sir GARFIELD BARWICK ,Th e Com-,10
NA,"monwealth, of course, has a great interest",10
NA,in the development of the north of Aus-,10
NA,"tralia, but, primarily, the responsibility for",10
NA,this rests on Western Australia in respect of,10
NA,the north of that State and on Queensland,10
NA,in respect of the north of Queensland.,10
NA,The Commonwealth has evidenced its,10
NA,interest in the matter by its offer of,10
NA,"£5,000,000 to the Western Australian Go-",10
NA,vernment not so long ago. The develop-,10
NA,ment of the Northern Territory is a matter,10
NA,"for my colleague, the Minister for Terri-",10
NA,"tories, and I shall refer the honorable mem-",10
NA,ber's question to him. I shall refer the,10
NA,matter generally also to the Minister for,10
NA,"National Development, whom I represent",10
NA,in this House.,10
NA,OVERSEAS' INVESTMENTS IN,10
NA,AUSTRALIA.,10
Mr CAIRNS , I ask the Prime Minister,10
NA,a question arising from a question asked,10
NA,fast Tuesday by the honorable member for,10
NA,"Scullin, the essential part of which was an",10
NA,inquiry whether it was this Government's,10
NA,policy to give: preference to companies with,10
NA,overseas shareholdings. The right honor-,10
NA,"able gentleman will know, from reference",10
NA,"to "" Hansard "", that he did not deal with",10
NA,that aspect of the question. I now ask,10
NA,him: Does the federal trade and import,11
NA,policy ensure preference to companies with,11
NA,overseas shareholdings?,11
Mr MENZIES ,Th e answer to that,11
NA,"question is, "" No "".",11
NA,BROADCASTING.,11
Mr HALBERT , I wish to ask the,11
NA,Postmaster-General a question. Is the,11
NA,Minister aware that a large area in the,11
NA,agricultural districts of Western Australia,11
NA,does not get reasonable radio broadcasting,11
NA,services; that there are populated areas,11
NA,within 100 miles of Perth where it is not,11
NA,worth while owning a radio set; that only,11
NA,a small proportion of the population can,11
NA,receive an alternative programme from the,11
NA,Australian Broadcasting Commission; and,11
NA,that the residents of not more than 10 per,11
NA,"cent, of my electorate can have the enjoy-",11
NA,ment of hearing the parliamentary broad-,11
NA,casts or good alternative musical pro-,11
NA,grammes? Does the Minister consider it,11
NA,only reasonable that the country districts,11
NA,of Western Australia should have proper,11
NA,broadcasting services before further money,11
