Speaker,Text,pageNumbers
NA,"Wednesday, 9 May 2007",19
NA,-----,19
The SPEAKER ,Hon. David Hawker),19
NA,took the chair at 9 am and read prayers.,19
NA,SOCIAL SECURITY AND VETERANS',19
NA,AFFAIRS LEGISLATION,19
NA,AMENDMENT (ONE-OFF PAYMENTS,19
NA,AND OTHER 2007 BUDGET,19
NA,MEASURES) BILL 2007,19
NA,First Reading,19
NA,Bill and explanatory memorandum pre-,19
NA,"sented by Mr Farmer, for Mr Brough.",19
NA,Bill read a first time.,19
NA,Second Reading,19
Mr FARMER ,Macarthur-,19
NA,Parliamentary Secretary to the Minister for,19
NA,"Education, Science and Training) (9.01",19
NA,am)-I move:,19
NA,That this bill be now read a second time.,19
NA,The measures in this bill are a further dem-,19
NA,onstration of the government's commitment,19
NA,to older Australians and carers. These,19
NA,changes ensure that the people of Australia,19
NA,share in the economic prosperity that they,19
NA,"have helped to create. In addition, several of",19
NA,the measures will enhance the quality of life,19
NA,"for many ageing veterans, especially those",19
NA,"with a disability, or their war widows or",19
NA,widowers.,19
NA,"As with past bonus payments, these new",19
NA,payments will be paid in the majority of,19
NA,cases before the end of the financial year.,19
NA,These payments are possible because of the,19
NA,"government's record budget surpluses, which",19
NA,have delivered this capacity to give extra,19
NA,support to these members of the Australian,19
NA,community.,19
NA,The first payment provided by this bill,19
NA,will go to older Australians. A 2007 one-off,19
NA,payment of $500 will be made to each per-,19
NA,son of age pension age who is qualified for,19
NA,utilities allowance or seniors concession al-,19
NA,lowance on 8 May 2007. Recipients at that,19
NA,"date of mature age allowance, partner allow-",19
NA,ance or widow allowance will also attract the,19
NA,one-off payment.,19
NA,Older Australians not actually receiving,19
NA,the stipulated payment on budget night will,19
NA,still get the bonus if they had made a claim,19
NA,by that date and subsequently have their,19
NA,payment backdated to cover that date.,19
NA,Self-funded retirees will not miss out on,19
NA,the bonus payment-they will receive $500,19
NA,"per person if they are, on that same date,",19
NA,qualified for seniors concession allowance.,19
NA,Carers are the second group targeted by,19
NA,this bill.,19
NA,Carers receiving carer income support on,19
NA,8 May 2007 in the form of a social security,19
NA,carer payment or carer service pension under,19
NA,the Veterans' Entitlements Act will be paid a,19
NA,"$1,000 one-off payment. Carers who receive",19
NA,the non-means tested social security income,19
NA,supplement known as carer allowance in ad-,19
NA,dition to either wife pension or a partner ser-,19
NA,vice pension under the Veterans' Entitle-,19
NA,"ments Act will also be paid a $1,000 one-off",19
NA,payment. Any carer receiving carer allow-,19
NA,ance will be paid a separate $600 one-off,19
NA,payment for each eligible care receiver. Car-,19
NA,ers who have claimed the targeted payments,19
NA,on or shortly before 8 May 2007 and are sub-,19
NA,"sequently granted those payments, with ef-",19
NA,"fect from 8 May 2007 or earlier, will receive",19
NA,the one-off payments.,19
NA,Carers whose children qualify for a carer,19
NA,allowance health care card only will not be,19
NA,eligible for bonus payments of $600. Carers,19
NA,who claim carer allowance after 8 May 2007,19
NA,and whose payment is backdated due to the,19
NA,application of the carer allowance backdating,19
NA,provisions will not be eligible for the bonus,19
NA,"payment, even though the backdated period",19
NA,will have included payment for 8 May 2007.,19
NA,Neither of the special one-off payments,19
NA,provided by this bill will be subject to in-,19
NA,"come tax, nor will either count as income for",20
NA,"social security, veterans entitlements or fam-",20
NA,ily assistance purposes.,20
NA,The third group assisted by the measures,20
NA,in this bill are veterans and war widows and,20
NA,widowers.,20
NA,The bill provides for a once-only compen-,20
NA,sation payment to veteran and civilian pris-,20
NA,oners of war interned by enemy forces in,20
NA,"Europe during World War II, or their surviv-",20
NA,ing widows or widowers. The government,20
NA,has previously made once-only compensa-,20
NA,tion payments to persons interned by the,20
