Speaker,Text,pageNumbers
NA,"Monday, 27 November 1995",11
Mr SPEAKER ,Hon. Stephen Martin) and,11
NA,"took the chair at 12.30 p.m., and read prayers.",11
NA,DELEGA TION REPORTS,11
NA,Delegation to Slovenia and the 94th,11
NA,Inter-Parliamentary Conference held in,11
NA,Bucharest,11
Mr SPEAKER,I present the report of,11
NA,Australian Parliamentary Delegation to,11
NA,Slovenia and the 94th Inter-Parliamentary,11
NA,"Conference held in Bucharest, October 1995.",11
NA,The Slovenian section of the program was,11
NA,lead by my friend and colleague the honourinto,11
NA,able member for Watson ( Mr Leo MCLeay).,11
NA,I will therefore let him make any comment,11
NA,that section he would like to.,11
NA,The 94th Inter-Parliamentary Conference,11
NA,was held in Bucharest between 9 and 13,11
NA,October. It was an extremely well-organised,11
NA,conference set in the stunningly opulent,11
NA,"Palace of Parliament, the former Ceaucescu",11
NA,Palace. The location of the conference in,11
NA,palace underscored the contrast which is still,11
NA,obvious in Bucharest as Romania makes a,11
NA,transition to a modem and democratic society.,11
NA,"Clearly, much has been achieved since 1989,",11
NA,but there are still many challenges ahead.,11
NA,I was pleased while in Romania to be able,11
NA,to meet with both the Presiding Officers,11
NA,the Romanian parliament and with the Prime,11
NA,Minister. Each commented on the warmth,11
NA,the existing relationship between Australia,11
NA,and Romania and the potential for further,11
NA,"development, especially in trade. In particular,",11
NA,they noted that the Romanian government had,11
NA,recently approved the privatisation of around,11
NA,"4,000 of Romania's leading state companies,",11
NA,a move which in their view will provide,11
NA,significant opportunities for further Australian,11
NA,investment and joint ventures.,11
NA,The conference agenda itself is covered,11
NA,detail in the report. I just comment that,11
NA,supplementary item dealt with nuclear testing,11
NA,issues. We were pleased as a delegation,11
NA,lend our support to New Zealand and Chile in House.,11
NA,putting that particular item forward for con-,11
NA,sideration as a supplementary item.,11
NA,"During the conference, the honourable",11
NA,member for Watson was appointed to the,11
NA,drafting committee charged with the difficult,11
NA,very lengthy task of drafting a resolution,11
NA,on the supplementary topic of nuclear testing.,11
NA,I think it is a great tribute to his ability that,11
NA,the particular draft resolution that came,11
NA,forward was in fact carried by the conference.,11
NA,The honourable member for Melbourne,11
NA,Ports ( Mr Holding) attended the conference as,11
NA,a substitute member on the Committee for,11
NA,the Human Rights of Parliamentarians. I am,11
NA,pleased to report to the parliament that in,11
NA,Bucharest he was elected to fill the Asia-,11
NA,Pacific vacancy on that committee and will,11
NA,thus continue the excellent work he has put,11
NA,this committee over several years.,11
NA,Our delegation attended many meetings,11
NA,on during the conference. They included the,11
NA,"Asia-Pacific and 12+ groups, the Inter-Parlia-",11
NA,"mentary Council, the Committee to Monitor",11
NA,the Situation in Cyprus and the Meeting of,11
NA,Women Parliamentarians. Details of all those,11
NA,deliberations can be found in our report.,11
NA,I would like to thank the members of the,11
NA,"the delegation: the Deputy Leader, Senator",11
NA,"Calvert, Senators Denman and Woods and the",11
NA,honourable members for Melbourne Ports and,11
NA,Watson for their commitment to the delegat-,11
NA,ion's program. I also thank the delegation,11
NA,"secretary, Peter Keele, whose assistance and",11
NA,genial company were greatly appreciated by,11
NA,of us all. I also extend thanks to my personal,11
NA,"adviser, Geraldine Skinner, for her continuing",11
NA,of dedication to the work of the IPU.,11
NA,I also record our appreciation of the assist-,11
NA,ance provided by Ambassadors Walker and,11
NA,"Campbell, the Australian embassy staff in",11
NA,"Slovenia and Romania, particularly Margaret",11
NA,Newman and Pam MCDonald of the Depart-,11
NA,"ment of Foreign Affairs and Trade, who",11
NA,accompanied us to the conference. I also,11
NA,"thank the Parliamentary Library, the Canberra",11
NA,based staff of the Department of Foreign,11
NA,in Affairs and Trade and staff of the Department,11
NA,the of Housing and Regional Development for the,11
NA,invaluable briefings they provided to the,11
NA,to delegation. I commend the report to the,11
NA,Mr LEO MCLEA Y (Watson) (12.35,11
NA,p.m.)-I would like to make a few remarks,11
NA,regarding the VISIt of the delegation to,12
NA,"Slovenia. As members might be aware,",12
NA,Slovenia is one of the newer countries of the,12
NA,"world, only becoming independent from the",12
NA,fonner Yugoslavia on 25 June 1991. Australia,12
NA,was one of the first countries in the world to,12
NA,"recognise Slovenia as an independent state,",12
NA,doing so on 16 January 1992. That was,12
NA,something for which the Slovenes have,12
NA,always held Australia especially in their,12
NA,"hearts, and the wannth of the people upon the",12
NA,visit of the Australian delegation was very,12
NA,pleasing to us all.,12
NA,"It is estimated that there are about 30,000",12
NA,"fonner Slovenes living in Australia at present,",12
NA,which shows that the ties between the two,12
NA,countries are more than just the economic ties,12
NA,that countries are generally interested in.,12
NA,"Slovenia is a very small country, about one-",12
NA,"third the size of Tasmania, with a population",12
NA,"of about two million people. For Australia, it",12
NA,is situated at a very useful place in Europe in,12
NA,"that the port of Koper, which is on the",12
NA,"Adriatic, would obviously be of use for",12
NA,people who wish to export directly into,12
NA,central and eastern Europe from the Asia-,12
NA,Pacific region. As Slovenia arranges its,12
NA,transportation links to become a crossroad of,12
NA,"Europe, that port facility I think will become",12
NA,much more interesting for Australian export-,12
NA,ers who could take a couple of days off their,12
NA,transportation time by using that port rather,12
NA,than the western European ports that they now,12
NA,use.,12
NA,The Slovenian government is moving down,12
NA,the track towards privatisation and towards,12
NA,integrating their economy with western,12
NA,Europe. They are on the way to becoming,12
NA,"members of the European Union. In Slovenia,",12
NA,one gets the impression of a small country,12
NA,which has come to grips with independence,12
NA,from the old Yugoslavia and which has set,12
NA,itself on the road to progress. After visiting,12
NA,"the country, one is certain that they will",12
NA,"achieve the goal they have set themselves,",12
NA,that of becoming a modern European state in,12
NA,the middle of the new Europe.,12
NA,The delegation was very well looked after,12
NA,"by the Slovene parliament, and we had some",12
NA,very good meetings with both officials and,12
NA,ministers of the country. I was particularly,12
NA,pleased to again make the acquaintance of my,12
NA,"friend Zoran Thaler, the foreign minister of",12
NA,"Slovenia, who assured the delegation that",12
NA,Slovenia would be supporting Australia's,12
NA,candidature for the UN Security Council. So,12
NA,the bonds between our two countries-and,12
NA,they are bonds which go both ways-are very,12
NA,good.,12
NA,I think there are increasing opportunities for,12
NA,"trade between Australia and Slovenia, and",12
NA,there are even greater opportunities for trade,12
NA,that transits Slovenia destined for other parts,12
NA,of eastern and central Europe. Now that the,12
NA,"conflict in Bosnia looks like being resolved,",12
NA,I think that port of Koper will become even,12
NA,more important.,12
NA,"I might just mention in passing, Mr Deputy",12
NA,"Speaker, that the Speaker remarked upon the",12
NA,IPU conference and our participation there. I,12
NA,found the drafting committee which came up,12
NA,with the resolution on nuclear testing to be a,12
NA,"very interesting contest which, in the end, got",12
NA,down to a contest between Australia and,12
NA,France. The French were very well represent-,12
NA,"ed by M. Baumel, who is an RPR party",12
NA,"member of the French National Assembly,",12
NA,who put their case strongly. I must say that,12
NA,M. Baumel believed very much in nuclear,12
NA,issues. I might conclude by reminding the,12
NA,parliament of something he said last Thursday,12
NA,in Paris when he delivered a report as the,12
NA,parliamentary representative of the French,12
NA,Defence Commission. He said he doubts that,12
NA,the new generation of French warheads can be,12
NA,perfected in the current series of underground,12
NA,tests and that more tests may be needed. M.,12
NA,"Baumel, unfortunately, has learned nothing.",12
NA,COMMITTEES,12
NA,National Capital and External Territories,12
NA,Committee,12
NA,Report,12
Mr CHYNOWETH ,Dunkley) (12.40,12
NA,p.m.)-On behalf of the Joint Standing Com-,12
NA,mittee on the National Capital and External,12
NA,"Territories, I present the committee's report,",12
NA,"incorporating a dissenting report, on the Nat-",12
NA,ional Capital Plan-Draft amendment No. 14,12
NA,(Broadacre Areas) to the National Capital,12
NA,"Plan, together with the evidence received by",12
NA,the committee.,12
NA,Ordered that the report be printed.,13
Mr CHYNOWETH,On 10 November,13
NA,"1994, the Hon. Brian Howe MP, the Minister",13
NA,for Housing and Regional Development and,13
NA,"the then Deputy Prime Minister, invited the",13
NA,"committee to inquire into, and report on, draft",13
NA,amendment No. 14 to the National Capital,13
NA,Plan.,13
NA,Draft amendment No. 14 of the National,13
NA,Capital Plan seeks to expand the range of,13
NA,permitted land uses from the current 'offen-,13
NA,sive and hazardous industries' to just the more,13
NA,general 'industries' covering four sites identi-,13
NA,"fied as sites A, B, C, and D. The area under",13
NA,consideration lies within broadacre areas in,13
NA,the National Capital Plan.,13
NA,"The area of land is bounded by Oaks Estate,",13
NA,"the ACT-NSW border, Canberra Avenue and",13
NA,the Molonglo River corridor. It includes the,13
NA,sites currently occupied by the Canberra,13
NA,abattoir and the Canberra tannery.,13
NA,The committee conducted a site inspection,13
NA,of the area covered by draft amendment No.,13
NA,"14 on 27 February 1995. In addition, the",13
NA,committee took evidence from key interested,13
NA,parties at public hearings on 27 February and,13
NA,6 March 1995. Written submissions were also,13
NA,received as evidence for the inquiry.,13
NA,The inquiry took longer than anticipated.,13
NA,The investigation process raised a number of,13
NA,contentious issues which were debated by the,13
NA,committee over a considerable period of time.,13
NA,This inquiry highlighted some of the diffi-,13
NA,culties in looking at land use purposes operat-,13
NA,ing under two planning regimes in the nation-,13
NA,al capital. In the Australian Capital Territory,13
NA,both Commonwealth and ACT legislation,13
NA,operate and there are two 'plans' known as,13
NA,the National Capital Plan and the Territory,13
NA,"Plan, which are the responsibility of the Na-",13
NA,tional Capital Planning Authority and the,13
NA,"ACT Planning Authority, respectively. I think",13
NA,it is inevitable that differences between the,13
NA,plans will occur. From time to time I wonder,13
NA,why land in the ACT has to be treated differ-,13
NA,ently from land in the rest of Australia.,13
NA,The only reason the committee received this,13
NA,reference was that there was an anomaly,13
NA,between the National Capital Plan and the,13
NA,Territory Plan. The National Capital Plan only,13
NA,permitted 'hazardous and offensive industries',13
NA,"on the sites, while the Territory Plan permit-",13
NA,ted 'industries' for all but one site within the,13
NA,"draft amendment area. However, the Territory",13
NA,Plan has no effect if it is inconsistent with the,13
NA,National Capital Plan.,13
NA,The impetus for draft amendment No. 14,13
