Speaker,Text,pageNumbers
NA,"Wednesday, 23 November 2016",19
NA,"The SPEAKER (Hon. Tony Smith) took the chair at 09:30, made an acknowledgement of",19
NA,country and read prayers.,19
NA,BILLS,19
NA,Corporations Amendment (Professional Standards of Financial Advisers) Bill,19
NA,2016,19
NA,First Reading,19
NA,Bill and explanatory memorandum presented by Ms O'Dwyer.,19
NA,Bill read a first time.,19
NA,Second Reading,19
Ms ODWYER ,Higgins-Minister for Revenue and Financial Services) (09:31): I move:,19
NA,That this bill be now read a second time.,19
NA,"Today I introduce a bill that will amend the Corporations Act. It will raise the education,",19
NA,training and ethical standards of financial advisers by requiring financial advisers to hold a,19
NA,"degree, undertake a professional year, pass an exam, undertake continuous professional",19
NA,development and comply with a code of ethics.,19
NA,"In introducing this bill today, we are implementing our commitment set out in the",19
NA,"government's response to the Financial System Inquiry (FSI). With its introduction, we are",19
NA,also responding to recommendations made by the Parliamentary Joint Committee (PJC) on,19
NA,"Corporations and Financial Services inquiry into proposals to lift the professional, ethical and",19
NA,education standards in the financial services industry.,19
NA,This government is committed to ensuring Australia has a financial services regulatory,19
NA,regime that enhances confidence and trust by fostering an environment in which financial,19
NA,firms treat customers fairly.,19
NA,Creating a holistic professional standards framework to raise the competency and,19
NA,professionalism of financial advisers is an important part of our commitment.,19
NA,Raising the professional standards of financial advisers will play a significant role in,19
NA,"improving consumer trust in the financial advice industry, which has had repeated instances",19
NA,of inappropriate behaviour.,19
NA,"Reduced trust acts as a barrier to consumers seeking financial advice, which is an",19
NA,extremely poor outcome for both consumers and industry.,19
NA,"We probably should not be surprised then, that right now only one in every five Australians",19
NA,seeks financial advice.,19
NA,Appropriate financial advice can significantly improve people's financial wellbeing. That is,19
NA,why we simply must improve trust in the industry so that consumers can have confidence in,19
NA,"the advice they are seeking-so that they can have recourse to the kind of strategic advice,",19
NA,expertise and knowledge that most everyday people do not normally hold.,19
NA,NA,19
NA,"Equally important is the sustainable future of the financial advice industry, which is",20
NA,integral to our economy.,20
NA,I note that the proposed reforms follow important steps already taken by the government to,20
NA,improve the transparency and accountability of financial advice.,20
NA,We have already established a register of financial advisers that allows consumers to verify,20
NA,the credentials of financial advisers and be confident that they are appropriately qualified and,20
NA,experienced.,20
NA,We are also progressing reforms to life insurance advice remuneration structures. These,20
NA,reforms are an important step in addressing concerns that remuneration incentives are,20
NA,affecting the quality of advice provided to consumers and encouraging the unnecessary,20
NA,turnover of policies.,20
NA,"The government has consulted extensively on the measures in this bill, which build on the",20
NA,"model proposed by the PJC on Corporations and Financial Services, chaired by my colleague",20
NA,"Senator David Fawcett, and the recommendations of the FSI. This is an excellent example of",20
NA,different segments of industry working together to build a workable model.,20
NA,I note that both the FSI and PJC reviews identified that the existing professional standards,20
NA,for financial advisers are too low and do not ensure that all financial advisers have the,20
NA,necessary skills to provide high-quality advice to consumers.,20
NA,These reviews recognise that the current regulatory framework was not enough to build,20
NA,professionalism in the financial advice industry and has not encouraged this industry to take a,20
NA,greater lead in setting standards.,20
NA,It is clear that the current framework lacks the incentives to encourage industry to go above,20
NA,and beyond the minimum.,20
NA,"For example, under the current law, advisers can become qualified to provide financial",20
NA,"advice after just four days of training, and there are no specific ongoing training requirements",20
NA,beyond that.,20
NA,"There is now widespread support among industry, consumer groups, the government and",20
NA,"parliament to raise education, training and ethical standards of financial advisers.",20
NA,It is clear that the time is right and we must take advantage of this momentum.,20
NA,The establishment of the standards body will be the first important step on the road to,20
NA,professionalism.,20
NA,"Under this proposed legislation, we will establish a standards body, as a Commonwealth",20
NA,"company limited guarantee, to set education standards, professional year and continuing",20
NA,professional development requirements.,20
NA,The body will also develop an exam and a comprehensive code of ethics for all financial,20
NA,advisers.,20
