Speaker,Text,pageNumbers
NA,"Thursday, 9 August 2001",3
NA,-----,3
NA,The House met at 9.30 a.m.,3
NA,ABSENCE OF MR SPEAKER,3
NA,The Clerk-I inform the House of the ab-,3
NA,"sence of the Speaker, who will be in atten-",3
NA,dance later this day. In accordance with,3
NA,"standing order 14, the Deputy Speaker, as",3
NA,"Acting Speaker, will take the chair.",3
Mr ACTING SPEAKER , Mr Nehl),3
NA,"thereupon took the chair, and read prayers.",3
NA,ECONOMIC AND FISCAL OUTLOOK,3
Mr BEAZLEY ,Brand-Leader of the,3
NA,Opposition) (9.31 a.m.)-I move:,3
NA,That so much of the standing and sessional or-,3
NA,ders be suspended as would prevent the Leader of,3
NA,the Opposition moving forthwith that this House:,3
NA,"(1) believing in open, transparent and account-",3
NA,able government;,3
NA,(2) wishing to provide the Australian people,3
NA,with a reasonable opportunity to understand,3
NA,the economic and fiscal outlook so as to,3
NA,help inform their decision at the forthcom-,3
NA,ing federal election;,3
NA,(3) wanting to provide all parties with the op-,3
NA,"portunity to responsibly detail their financial Lawler, A.J.",3
NA,commitments prior to the calling of the,3
NA,election; and,3
NA,(4) noting that there is no legal impediment to,3
NA,the following course of conduct;,3
NA,"calls on the Prime Minister, the Treasurer and the",3
NA,Minister for Finance to provide updated informa-,3
NA,tion on the economic and fiscal outlook prior to,3
NA,the calling of the federal election by:,3
NA,(a) requiring the Secretary to the Department,3
NA,of the Treasury and the Secretary to the,3
NA,Department for Finance to publish an,3
NA,economic and fiscal outlook report and to,3
NA,prepare that report as if the report were,3
NA,prepared in accordance with Division 7,3
NA,of the Charter of Budget Honesty Act,3
NA,1998;,3
NA,"(b) requiring all Ministers, Secretaries and",3
NA,Commonwealth bodies to provide such,3
NA,"information, and to do all acts or things,",3
NA,as are necessary to enable that economic,3
NA,and fiscal outlook report to be so pub-,3
NA,lished.,3
NA,"Mr Acting Speaker, they are trying to hide",3
NA,behind that 10-day-,3
NA,Motion (by Mr MCGauran) put:,3
NA,That the member be not further heard.,3
NA,The House divided. [9.36 a.m.],3
NA,( Mr Acting Speaker- Mr G.B. Nehl),3
NA,Ayes………… 74,3
NA,Noes………… 65,3
NA,Majority……… 9,3
NA,AYES,3
NA,"Abbott, A.J. Anderson, J.D.",3
NA,"Andrews, K.J. Anthony, L.J.",3
NA,"Bailey, F.E. Baird, B.G.",3
NA,"Barresi, P.A. Bartlett, K.J.",3
NA,REPORT,3
NA,"Billson, B.F. Bishop, B.K.",3
NA,"Bishop, J.I. Brough, M.T.",3
NA,"Cadman, A.G. Cameron, R.A.",3
NA,"Causley, I.R. Charles, R.E.",3
NA,"Costello, P.H. Downer, A.J.G.",3
NA,"Draper, P. Elson, K.S.",3
NA,"Entsch, W.G. Fahey, J.J.",3
NA,"Fischer, T.A. Forrest, J.A. *",3
NA,"Gallus, C.A. Gambaro, T.",3
NA,"Gash, J. Georgiou, P.",3
NA,"Haase, B.W. Hardgrave, G.D.",3
NA,"Hawker, D.P.M. Hull, K.E.",3
NA,"Jull, D.F. Kelly, D.M.",3
NA,"Kelly, J.M. Kemp, D.A.",3
NA,"Lieberman, L.S.",3
NA,"Lindsay, P.J. Lloyd, J.E.",3
NA,"Macfarlane, I.E. May, M.A.",3
NA,"MCArthur, S. * MCGauran, P.J.",3
NA,"Moylan, J. E. Nairn, G. R.",3
NA,"Nelson, B.J. Neville, P.C.",3
NA,"Pearce, C.J. Prosser, G.D.",3
NA,"Pyne, C. Reith, P.K.",3
NA,"Ronaldson, M.J.C. Ruddock, P.M.",3
NA,"Schultz, A. Scott, B.C.",3
NA,"Secker, P.D. Slipper, P.N.",3
NA,"Somlyay, A.M. Southcott, A.J.",3
NA,"St Clair, S.R. Stone, S.N.",3
NA,"Sullivan, K.J.M. Thompson, C.P.",3
NA,"Thomson, A.P. Truss, W.E.",3
NA,"Tuckey, C.W. Vaile, M.A.J.",3
NA,"Vale, D.S. Wakelin, B.H.",3
NA,"Washer, M.J. Williams, D.R.",3
NA,"Wooldridge, M.R.L. Worth, P.M.",3
NA,NOES,3
NA,"Adams, D.G.H. Albanese, A.N.",3
NA,"Beazley, K.C. Bevis, A.R.",3
NA,"Brereton, L.J. Burke, A.E.",3
NA,"Byrne, A.M. Corcoran, A.K.",3
NA,"Cox, D.A. Crean, S.F.",3
NA,"Crosio, J.A. Danby, M.",3
NA,"Edwards, G.J. Ellis, A.L.",4
NA,"Emerson, C.A. Evans, M.J.",4
NA,"Ferguson, L.D.T. Fitzgibbon, J.A.",4
NA,"Gerick, J.F. Gibbons, S.W.",4
NA,"Gillard, J.E. Griffin, A.P.",4
NA,"Hall, J.G. Hatton, M.J.",4
NA,"Hoare, K.J. Hollis, C.",4
NA,"Horne, R. Irwin, J.",4
NA,"Jenkins, H.A. Kernot, C.",4
NA,"Kerr, D.J.C. Latham, M.W.",4
NA,"Lawrence, C.M. Lee, M.J.",4
NA,"Livermore, K.F. Macklin, J.L.",4
NA,"Martin, S.P. MCClelland, R.B.",4
NA,"MCFarlane, J.S. MCLeay, L.B.",4
NA,"MCMullan, R.F. Melham, D.",4
NA,"Morris, A.A. Mossfield, F.W.",4
NA,"Murphy, J. P. O'Byrne, M.A.",4
NA,"O'Keefe, N.P. Plibersek, T.",4
NA,"Price, L.R.S. Quick, H.V.",4
NA,"Ripoll, B.F. Roxon, N.L.",4
NA,"Rudd, K.M. Sawford, R.W. *",4
NA,"Sciacca, C.A. Sercombe, R.C.G. *",4
NA,"Short, L. Sidebottom, P.S.",4
NA,"Smith, S.F. Snowdon, W.E.",4
NA,"Swan, W.M. Tanner, L.",4
NA,"Thomson, K.J. Wilkie, K.",4
NA,"Zahra, C.J.",4
NA,* denotes teller,4
NA,Question so resolved in the affirmative.,4
Mr CREAN ,Hotham) (9.41 a.m.)- Mr,4
NA,"Acting Speaker, I second the motion. Noth-",4
NA,ing prevents the early release of the state of,4
NA,the books. What have you got to hide?,4
Mr ACTING SPEAKER,The Deputy,4
NA,Leader of the Opposition will resume his,4
NA,seat.,4
NA,Motion (by Mr MCGauran) put:,4
NA,That the member be not further heard.,4
NA,The House divided. [9.42 a.m.],4
NA,( Mr Acting Speaker- Mr G.B. Nehl),4
NA,Ayes…………,4
NA,Noes…………,4
NA,Majority………,4
NA,AYES,4
NA,"Abbott, A.J. Anderson, J.D.",4
NA,"Andrews, K.J. Anthony, L.J.",4
NA,"Bailey, F.E. Baird, B.G.",4
NA,"Barresi, P.A. Bartlett, K.J.",4
NA,"Billson, B.F. Bishop, B.K.",4
NA,"Bishop, J.I. Brough, M.T.",4
NA,"Cadman, A.G. Cameron, R.A.",4
NA,"Causley, I.R. Charles, R.E.",4
NA,"Costello, P.H. Downer, A.J.G.",4
NA,"Draper, P. Elson, K.S.",4
NA,"Entsch, W.G. Fahey, J.J.",4
NA,"Fischer, T.A. Forrest, J.A. *",4
