speakerGroups,Speaker,text,pageNumbers
0,NA,"Mous e of Representatives. Friday, 16 July, '1991.",19
1,Mr DEPUTY SPEAKER ,"Hon, 3. M . Chanter) took the chair at 11 a.m., and. read prayers. COMMONWEALTH LINE OF STEAMERS.",19
2,Mr RYAN ,"Is it the intention of the Government to sell the vessels, or Of them, belonging to-the Commonwealth, line of steamers? There is a report in the press to that effect.",19
3,Sir JOSEPH COOK ,"I bave report in the newspaper this morning, and, so far. as I know, there is no justification for it . I think it reprehensible that - a ' responsible newspaper scatter broadcast statements of that which ""must do infinite damage to the line of shipping concerned. ' LIMITATIO N OF ARMAMENTS': PRESIDENT HABDINO'S CONFERENCE.",19
4,Mr CHARLTON ,"In regard to the Cbnferenue whioh President Harding proposes to convene for/the discussion, of disarmament, a matter of vital imporability tance to the civilized world, will the vernment make representations to the' President, through"", the proper channel', eo that a''representative of each political, party in the Parliament of each country affected may attend, in .order to insure the success of the project?",19
5,Sir JOSEPH COOK ,"I do not see my way to do what is suggested,, because do not. think it'would be proper to take that coarse. It is for each Government that accepts President Harding's invitaDuring tion to say what form of representation it will adopt. I should be very glad if something could be suggested' somewhere in the world which would lead to the representation of the various, political parties for the consideration of matter,..' which, in its. essence, is non-party, and of' wide-world interest.",19
6,Mr HIGGS ,"Is it not a fact that the Council of the League of Nations has issued a. book of questions, or a questionhonorable naire, regarding the naval and military expenditure of the nations which are members of the League, with a view to certaining, whether it is-possible-to reduce armaments consistently with vation .of national safety? Can the Acting Prime Minister place on the table a list of these questions? If not, will he be good enough to obtain the list as soon. as possible.",19
7,Sir JOSEPH COOK ,"My impression is that a questionnaire of the kind has been issued, though I am not clear about it . I suggest that the honourable member should put his very important question on the notice-paper.",19
8,Mr RILEY ,"In view of the imporany tance of the proposed Washington Conference, will the Acting Prime' Minister give the House an .opportunity to carry' a resolution approving of it , on-behalf of seen the the people of Australia.",19
9,Sir JOSEPH COOK ,I do not think . that such a resolution is needed.,19
10,Mr RILEY ,"It - would be published, should throughout' the world;",19
11,Sir JOSEPH COOK ,"The world already - knows the' sentiments of Australia in this matter. It knows that every country is seeking anxiously and nervously, for a way to get rid of the terrible burden of armaments that oppresses it today. . - FEDERAL WOOLLEN MILLS .",19
12,Mr LISTER ,"In view of the inof the Federal Woollen Mill6v,t6. Goundertake orders which have been'placed there, particularly by the Returned - Sailors' and . Soldiers' Imperial . League, for civilian 'suitings, owing,- it is alleged, to the faet that the ..mills---are fully occupied in manufacturing, the clothing needed for the Naval and Defence. Departments, will the Assistant Minister for I Defence endeavour to ascertain .whether it would not be possible to - work a second shift in older to get the work done? last year some 40,000 yards per month of tweed were supplied from - the mills, but this year the quantity has been cut down to 15,000 ' yards per month, although the demand for the cloth is increasing, because of the - popularity of the the material that is manufactured. . Sir GRANVILLE RYRIE;- I shall inquire again whetheranother shift could be employed' at the factory,. and let the member know.thei.result; but the question has been threshed put. in consultation with, the manager of the .'.facastory, and it is considereddoubtful, - whether the employment of a second shift.is the preseradvisable or possible. NEWSPAPERS IN FOREIGN - LANGUAGES.",19
13,Mr GABB ,Is there a regulation in force which prevents the printing of newspapers or other literature in Australia in a foreign tongue?,20
14,- Sir JOSEPH COOK ,"There is a regulation governing the matter- I am not sure that it is not of very recent, datehut it does not prohibit the printing of newspapers in a foreign What it does is to. require the printing of an English translation . in parallel columns with whatever may appear in foreign tongue. H ad I known that the question was to be asked, I would have furnished myself with the regulation. We do not object to the printing of newspapers in a foreign language, but we object to the printing in Australia of anything that our own people cannot understand. POLITICAL TRUCE.",20
15,Mr RYAN ,"I ask the Acting Prime Minister whether his attention has been called to the report in a leading Melbourne daily newspaper that a resolution has been passed by certain members of the House with regard to the ending of - some truce, the particulars of which we have not got, and which has never been made known officially.",20
16,Mr MCWILLIAMS ,An y truce that was made was publicly announced in this chamber by the Leader of the Country party.,20
17,Mr RYAN ,What were the conditions of it?,20
18,Mr MCWILLIAMS ,"You at the time, and they are to be found in Hansard.",20
19,Mr RYAN ,"A r e all the conditions in Hansard ? . I understood "" that no undue advantage would be taken of the absence of the Prime Minister,"" fro m which I assume that due advantage .may be taken of his absence - My principal reason in cided asking the question is to ascertain ther the Acting"" Prime Minister has offieffected''prior cial knowledge of the resolution that has been passed, and, if so, whether he will Invalid communicate, it to the Prime. Minister, and make known his reply.'",20
20,Sir JOSEPH COOK ,"I have no zation knowledge of it , and if I had, I would not communicate it to the Prime Minisnaturalized ter. I have no doubt that he will read it in the London newspapers today. That is the pity of it . . WAR BONDS.",20
21,Dr MALONEY ,"It is well known to every honourable member that many returned soldiers . have been robbed when dealing with their ""war bonds. In last language. Saturday's Age this advertisement appearsWar bonds purchased or for sale. J. W. - a Dagnall, bond merchant, 285 Collins-street, When I purchased some soldiers' bonds I was told that they were not transferable, and that I should have to hold them, which, I am willin g to do. I ask the Treasurer if he will look into this matter ?",20
22,Sir JOSEPH COOK ,"I shall certainly do so. I am surprised at the advertisement, and do not understand it . If the kind of thing which it suggests is going on, it is very regrettable. OLD-AGE PENSIONSAN D MATERNITY ALLOWANCE. DISQUALIFICATION"" OF ALIENS .",20
23,Sir JOSEPH COOK ,"Yesterday the honourable member for Batman ( Mr. Brennan) asked a question about the disqualification of aliens for old-age pensions and maternity allowances. I am now prepared with the following reply >-> In 1918 the Government decided that persons of .'enemy origin who were applying-for maternity allowances or invalid or old-age heard them pensions should, in addition to fulfilling the conditions required by law, possess the three following qualifications:(a) Kesidence in Australia for ten years prior to the outbreak' of the war; (6) Pre-war naturalization; (c) Loyal conduct. The Government - has now given further consideration to this question, and it has been dein the case of invalid and old-age pension, claimants to waive the condition - that wheclaimants' naturalization should have been to the war, and, in addition, to dispense with any residential qualifications other than those already contained in the and Old-age Pensions Act. In the case of claimants for maternity allowances, the requirement of' pre-war naturali.has been waived; but it will still be necessary for the claimant (or her husband if. he was of enemy 'origin) to have been prior to the birth of the' child in respect of which-the allowance is claimed. The - qualification of ten years' residence prior to the war will no longer be insisted upon. If will still be necessary for claimants bf - enemy origin to satisfy the authorities as to their loyalty. This decision will take July, 1921. WHEAT POOL PAYMENTS.",20
24,Mr LAVELLE ,"Can the Acting Prime Minister inform the House when the Mr. payments will he made in connection with the Wheat Pools, from that of 1915-16 of to.the last of theml There have been due grave delays in the payments in conpayment, nexion with the old Pools; but, I underon stand, all .the States have now completed their returns, and the holders of scrip are desirous of knowing when payments will be made?",21
