speakerGroups,Speaker,text,pageNumbers
0,NA,"Thursday, 13 February 2003",99
1,The DEPUTY SPEAKER ,"Hon. I.R. Ms O'BYRNE (Bass) (9.40 a.m.)-In many are still very traditional in some of our ways. which our older citizens feel that they as grandparents grandchildren. They do a wonderful job in this recognise the outstanding contribution they make result, to the nation as a whole. I guess it is unteerism. Of course, the grandparents themselves a duty and an obligation, an expression of their they could easily choose not to do it, and for on a child-caring role we must be grateful. But those wonderful Australians need a those situations where there are no grandparents a regular basis. Towards the end of January colleagues on this side of the House, to meet rectors in my electorate. They too are doing lians for the lives that lie ahead of them. They sibility with which they are entrusted, a responsibility share. As one director so challengingly put important our little people are.' I, for one, have I have been here, and I pledge not to do so shared by many of my colleagues. In my electorate, virtually every child-care school year. Centres have waiting lists of some an additional five calls a day from new families. ing off their waiting lists, so it is impossible have contacted my office saying that they have have not been able to identify, source The return to school this week has highlighted our out-of-school hours care program. The cater for the number of families and children asked the directors why the unmet need is not very few private sector facilities in Tasmania. so significant. For example, a 20-place facility electorate, cost $240,000. One private owner-director thing out of her new child-care business for about the risk of investment. During our meeting dren enough; that we are not preparing them of us in this place should find this acceptable. of our children. MAIN COMMITTEE 11867 Thursday, 13 February 2003 ----Causley) took the chair at 9.40 a.m. STATEMENTS BY MEMBERS Children: Care ways we are lucky folk in Tasmania, and we One of those traditional values is the obligation should take on in looking after their regard, and I want to take this brief moment to not only to their own families but also, as a one of the purest and most genuine forms of volwould not regard it as such. They see it as love for their family. But the reality is that each and every grandparent who decides to take break sometimes and we must also provide for or where they are unable to act in this role on I had the good fortune, together with some of my with a dedicated band of child-care service dia fabulous job in preparing our youngest Austraare also conscious of the extraordinary responwhich all of us in this place should it, ‘When you get into power, don't forget how not let that ball go through to the keeper since now or after the election. I know that is a value place was taken well before the start of the 150 families and yet still receive on average Many centres have taken the action of closto identify how long those lists would be. Parents had to forgo work opportunities because they and access responsible regulated child care. yet another crisis-the shortage of places in program simply does not have enough places to that need this very valuable level of care. We being taken up by the private sector-we have The answer we got was that the start-up cost is in Scottsdale, which is a regional town in my said that she was unable to take anytwo years. The group has also expressed concern we were told that we do not value our chilproperly for their formal learning phase. Not one We must all accept responsibility for the future REPRESENTATIVES MAIN COMMITTEE 11868 MAIN COMMITTEE",99
2,Mr HUNT ,"Flinders) (9.43 a.m.)-I am delighted electorate that the Flinders electorate has centres. The first is in Lang Lang and the second eight new centres allocated within Australia. the area, particularly in the Westernport area, sented. There are many people to be congratulated, total grant of approximately $487,000, divided ral transaction centres. In Lang Lang the rural trelink services, to council information, to referral to tourism information. In addition, and perhaps government grant for the creation of a new medical centre. A number of people have been extremely important process. I commend Glen and Jan MCGregor, who and all members of the Lang Lang Township also commend Doug Hamilton and the Cardinia the sterling work done by Des Win. In the case of Grantville, what we will find from the rural transaction centre, which include rooms, meeting rooms, rooms for visiting professionals, government services and Centrelink services. forward for a town which is emerging and beginning John Hulley of the Bass Coast Shire Council years and he should be congratulated, along ship committee and all of those who have contributed that, I would like to thank Helen Podalini of many hours in helping to develop All of these people in Lang Lang and Grantville should the minister, Mr Wilson Tuckey, for that we are able to bring these benefits Stirling Electorate:",100
3,Ms JANN MCFARLANE ,"Stirling) (9.46 a.m.)-I House the developments regarding the problems Stirling electorate because of radio frequency nications towers. The problem is that the Hamersley phone, radio, television and Internet, with varying tion to business activities. On some rare occasions cles engines have cut out while I have been working on this problem for a have been especially geared towards rectifying unfortunately the problem still remains. The on the problem. This argument is nothing but for the past 30 years. I must admit I was amazed in relation to people buying new electronic equipment: Thursday, 13 February 2003 Flinders Electorate: Rural Transaction Centres to inform the House and members of my been successful in securing two rural transaction is in Grantville. This represents two out of So this is a tremendous result for the people of and it speaks to the quality of the case they prebut first I should note that this represents a between the Lang Lang and the Grantville rutransaction centre will provide access to Censervices, to secretarial support services and most importantly, the grant will trigger a state in the success of the grant application contributed financially at a personal level, Committee who contributed to the outcome. I Shire Council for their tremendous work, and is that there is another series of benefits to flow a new Medicare Easyclaim facility, medical Internet and computer access, local All of these combined represent a great step to blossom. In particular, Councillor has made this a personal cause over a series of with all of the members of the Grantville townto the application process. In addition to the Bass Coast Shire Council, who spent a great and contribute to the application. should be commended for their work, as overseeing a tremendous program. I am delighted to the townships of Lang Lang and Grantville. Hamersley Communication Towers want to bring to the attention of the experienced by people and groups in the interference caused by the Hamersley commutowers cause disruption to people's teledegrees of personal discomfort and disruppeople have told me that their motor vehithey were driving through Hamersley. significant period of time. The last six months this problem for the residents of the area, but ABC blames encroachment of residential areas a furphy. These suburbs have been developed when the ABC made the following statement REPRESENTATIVES MAIN COMMITTEE Thursday, 13 February 2003 Perhaps the only useful course of action is for prospective informed before they make a purchase decision. This shows contempt towards local residents. sation, great ignorance of how radio interference With the local residents, I have taken a number the problem and to formulate a plan to bring step for this issue is the first meeting of this group is to make a formal approach to regard to the problems and to the solutions. East Hamersley Primary School library in p.m. I will be attending and I will be inviting share their experiences and suggest solutions. ernment so that together we can work on the solutions full enjoyment of their telephone, In this modern age of technology it is unacceptable phone which does not play ABC radio. It is ception. It is unacceptable that those home with their Internet because of the interference tions is obviously an expert on TV reception. by Telstra has a perfectly good picture, a picture Balcatta only dream of. I bring this to the House and I look to something to make the life of the residents",100
4,Mr ENTSCH ,"Leichhardt-Parliamentary Secretary and Resources) (9.49 a.m.)-I would like to bring tion that is occurring right around Queensland regional racing industry. It was a very greedy Racing Board-a quango of the state government wherever they can-to reduce racing What prompted me to comment today was with the headline ‘Race meet scrapped'. It hold a race meeting on 17 May, has decided tively puts the club into recess, with the potential established club which has played an important will be shut down because of a decision made on the metropolitan areas to bring in the dollars. that type of consideration-let's bring in more dollars.' It is not just affecting regional areas. We have lost the meetings at Coen and Georgetown. at Chillagoe. Race meetings at Laura, Mount And Cairns has gone from 38 race meetings this is going to have on trainers and other people lutely ludicrous. In my view, it has come MAIN COMMITTEE 11869 new residents in the area to be adequately It also shows, for a telecommunication organiis caused by these large towers. of steps to establish the extent and depth of the issue and solutions to government. The next a community reference group. The primary aim of the Australian Communications Authority with The reference group meeting is to be held at the Doon Way on Tuesday, 25 February 2003 at 7.00 the local people and groups to come along and We will then prepare a report to send to govthat will restore to people and groups a radio, television and Internet. that residents do not have access to a unacceptable that they cannot get proper TV rebased businesses in my electorate have problems from the towers. The minister for communicaI am sure his $10,000 plasma television loaned that the residents of Hamersley, Balga and the government hearing these concerns and doing of Stirling electorate much better. Queensland: Regional Racing to the Minister for Industry, Tourism to the House's attention a scandalous situaat the moment in relation to the death of the decision made by the Queensland Thoroughbred always looking to squeeze an extra dollar dates throughout regional Australia. an article in my local paper, The Cairns Post, said that the Chillagoe Turf Club, which was to to scrap the program for 2003-04, which effecof closing down completely. It is a very old, role in social interaction in that remote area. It by the thoroughbred racing association to focus They are saying, ‘Stuff the social fabric and have lost the Mount Surprise race meeting and we It also looks like we might have lost the one Garnet and Oak Park are all very much at risk. a year down to 12. You can imagine the impact involved in the racing industry. It is absoabout because of mismanagement by yet another REPRESENTATIVES MAIN COMMITTEE 11870 state government quango. Rather than deal with ting down race meetings in regional areas, Once a year, these people come together for ric of their community is being decimated in TAB, which wants to squeeze out a few more oughbred Racing Board to stop this insanity. and Racing, Merri Rose, to get off her butt, challenge is not just about dollars; it is about the social do something about it before we lose the race over 100 years. That club operates in the middle number of people come together for the meeting mob in Brisbane who want everything for themselves; minister just sits on her behind and does",101
5,Ms VAMVAKINOU ,"Calwell) (9.52 a.m.)-I what could be the first casualties of Australia's quite obvious that the cost of war will be borne by other Australian families as we face some volvement in a war in Iraq. With a war budget has signalled that hundreds of millions of taxpayers' our involvement in the war and out of services Abercare Family Services in my electorate program, which is basically an early intervention gram that reaches out currently to some 20 these services expands. Unfortunately, not all to help with the care of young children and, opportunities for assistance and relief. This 21 and 64. They are given eight weeks of training social work qualifications. The service offers postnatal depression, child protection guidelines, fathers as parents, and speech and language to recently arrived migrants who often The program offers outreach support to socially service which is often critical for families who As I said earlier, currently some 20 families, the services that are provided. Under the funds the service, with some $95,000 in funding, dinator to provide the training for volunteers ment of Family and Community Services recently say-that funding for the next financial year that only 25 per cent of similar programs Last year we contacted the support services quite frankly, is perplexed as to why this very cut. She and I want to know why a program which MAIN COMMITTEE Thursday, 13 February 2003 the real problems, they have set about shutwith no consideration for these communities. this race meeting at Chillagoe. The social fabthe interests of the state government's beloved bucks. I am calling on the Queensland ThorI call on the Queensland Minister for Tourism her quango, and tell them to stop this. It fabric of these areas. She must get out there and club at Laura, which has been operating for of the mustering period so that a maximum once a year. That is not good enough for this they want to squeeze it out. And the absolutely nothing about it. (Time expired) Calwell Electorate: Abercare Family Services want to bring to the attention of the chamber financial contribution to a war in Iraq. It is not only by our soldiers and their families but serious budget cuts to pay for our ultimate into be tabled in May of this year, the Treasurer dollars will go into the coffers to pay for and programs for ordinary Australians. of Calwell runs a highly successful Home Start and prevention volunteer home visiting profamilies. That number is growing as the need for families have the support of families or friends in many cases, the burden of poverty can limit program involves volunteers between the ages of and are supported by a coordinator who has voluntary training that includes information on the impact of domestic violence, the role of development. It also provides invaluable support become very isolated and disconnected. disadvantaged families, with a referral have difficulties in the care of their children. two with sole parents, are availing themselves of Home Start program, the Commonwealth currently which allows for the employment of a coorand to cover overheads. However, the Departinformed Abercare-pre-emptively, I might is not guaranteed. In fact, Abercare has been told will be funded in the next financial year. manager for Abercare, Kathy Leenaerts, who, successful program is about to have its funding is so very successful and addresses a very REPRESENTATIVES MAIN COMMITTEE Thursday, 13 February 2003 serious need-that is, the care of our children-faces the relevant minister and have put a number Abercare look forward to some answers. (Time expired)",102
6,Mr JOHN COBB ,"Parkes) (9.55 a.m.)-Aged past decade or so has become very much a full-time cities of Dubbo and Broken Hill, but also right my electorate is an enormous issue and, to put in particular, is a city with an ageing population. dundancies. People have left Broken Hill and come back to Broken Hill to retire, because their lives and where they want to spend their entirely understandable. The biggest aged care provider in Broken enviable reputation throughout Australia for a problem: to meet the certification requirements they will need to rebuild. They are currently high-care beds and 40 low-care beds. Quite sensibly, gamate. The problem, of course, is that, in an values, it is not easy to borrow The federal government has always had a $100 million over four years to help with the Hill's ageing population and the very long waiting to expedite this. We must certainly take into New South Wales state government WorkCover workers' compensation from around $200,000 cumbent upon us to help Broken Hill and Southern sented by an ageing population.",103
7,The DEPUTY SPEAKER ,"Hon. I.R. Causley)-In the time for members' statements has concluded. AGRICULTURE, FISHERIES AND Debate resumed from 12 December That this bill be now read a second time.",103
8,Mr SIDEBOTTOM ,"Braddon) (9.59 a.m.)-The islation Amendment Bill (No. 2) 2002 makes that falls within the portfolio responsibilities Forestry. The bill amends the Australian Wine Control Act 1982, the National Residue Survey 1908 and the Dairy Industry Legislation Amendment with the Australian Wine and Brandy MAIN COMMITTEE 11871 the chopping board. I have written to of questions to her in the parliament and I and Parkes Electorate: Aged Care care in the electorate of Parkes over the occupation for many, especially in the around the electorate. The care of the aged in it bluntly, an expanding industry. Broken Hill, There have been a lot of retirements and regone to Adelaide and other places but they have this was home, the place they lived for most of final years, which, I think we would all agree, is Hill is Southern Cross Homes, which have an the care of the aged. Southern Cross Homes have which will come into force by the year 2008, in two separate establishments, with around 121 they see their best way out is to amalarea like Broken Hill with very low real estate $6 million secured on asset values. capital works program. Currently I think we have capital cost of regional aged care. Given Broken list for care, I think it is incumbent upon us account that this is an area that has to deal with problems, which has taken the annual bill for to around $700,000 almost overnight. It is inCross Homes deal with the problems preaccordance with standing order 275A FORESTRY LEGISLATION AMENDMENT BILL (No. 2) 2002 Second Reading 2002, on motion by Mr Truss: Agriculture, Fisheries and Forestry Lega series of unrelated amendments to legislation of the Minister for Agriculture, Fisheries and and Brandy Corporation Act 1980, the Export Administration Act 1992, the Quarantine Act Act 2002. I would like to firstly deal Corporation Act 1980 amendments. REPRESENTATIVES MAIN COMMITTEE 11872 The amendments to the Australian Wine change to the administrative arrangements for the register of protected names is important portant to Australia and, might I add, a burgeoning These amendments will allow amendments to made in error. The bill also provides for a Brandy Corporation to enable it to give effect trading agreements. The prosecution period for export breaches prosecutions may be brought. According to the export breaches is more appropriate than the be grateful for some advice from the minister taken with the industry in relation to this Wine and Brandy Corporation Act The amendment to the Export Control Act 1982 allow the act to apply, adopt or incorporate land Food Standards Code or the Codex Alimentarius. ences to these standards to be read as references amend orders whenever the standards change. Amendments to the National Residue Survey tivities that can be carried out for which Survey Reserve. The amendments will allow feed and fibre production inputs, thus extending water and imported animal feeds. A minor amendment other Commonwealth legislation in Unlike the proposed Agriculture, Fisheries 1), the amendments to the Quarantine Act 1908 mine the integrity of our quarantine system. offence provisions to provide greater certainty contingent amendments are also proposed in Christmas Island to deal with the likelihood Christmas Island-as contained in the Agriculture, (No. 1)-does not commence prior to this bill. Finally, the simple amendment to the Dairy rects a misdirected amendment in that act. type come before the House. On matters large table lack of attention to detail. I have already sultation he undertook before deciding to extend under the Australian Wine and Brandy Corporation minister's second reading speech nor in his relation to any matter in the bill. While the port to the administrative amendments before his actions by detailing the consultation he provisions. MAIN COMMITTEE Thursday, 13 February 2003 and Brandy Corporation Act 1980 include a the protection of wine names. The operation of to the industry-an industry which is very imindustry in my own state of Tasmania. the register if entries become obsolete or are general head of power for the Australian Wine and to commitments made under international wine is also amended to lengthen the time in which minister, an extended prosecution period for one-year time period currently available. I would about the consultation process he has undermatter. The minor amendments to the Australian 1980 are supported by the opposition. is similarly administrative in nature. It will any matter contained in the Australia New ZeaThe amendment will provide for referto current versions, avoiding the need to Administration Act 1992 will clarify the acpayments can be made from the National Residue the National Residue Survey to test all food, the reach of the NRS to inputs including soil, will also bring the act into line with respect of the preservation of privacy. and Forestry Legislation Amendment Bill (No. contained in this bill do not seek to underThe proposed amendment in this bill clarifies in relation to the offences against the act. Some relation to the application of amendments to that the extension of the Quarantine Act to Fisheries and Forestry Amendment Bill Industry Legislation Amendment Act 2002 corIt is not surprising to see an amendment of this and small, this minister demonstrates a lamenasked the minister to tell the House what conthe prosecution period for export breaches Act 1980. There was no advice in the explanatory memorandum about consultation in opposition are prepared to give in-principle supthe House, we do ask the minister to account for has undertaken with those directly affected by the REPRESENTATIVES MAIN COMMITTEE Thursday, 13 February 2003",103
9,Mr CAMERON THOMPSON ,"Blair) (10.04 for Braddon, the Agriculture, Fisheries and 2002 contains amendments to a range of different disparate measures. Nevertheless, some very is the register of protected names under 1980. This is an important issue to allow corrections tional wine trading agreements. As has been noted by the member for Braddon, It is growing absolutely exponentially, not also in my electorate. We are seeing the growth ate in Australia. This is a fantastic thing. It see, as has been the case in the electorate of where, for example, the dairy industry has been applications of the dairy RAP program has wine crushing plant-in my electorate, close be a significant development in the wine industry eries up around Kingaroy in particular. There tween Brisbane and Toowoomba, and the creation the various little vineyards and will provide crushed. Putting it there on the highway where portant thing for our area. This highlights the matter of protected names and these regions develop their unique tastes-they Australia, for the tourists and the communities important that we have a series of protected protected access to names such as Champagne. certainly make a counter argument. In Australia, such a name that they themselves deserve protection. also the emerging areas which are developing quire protection. While France may be heavily the future they will be the ones trying to steal important at the moment. The amendment to the Export Control Act dards under the Australia New Zealand Food mission of the Food and Agricultural Organisation Those organisations are becoming more and cently in my electorate the quantity of cadmium Kingaroy is so reliant on peanuts. Apart from garoy is also a marshalling point for the distribution bad seasons, we have unfortunately had to import Australia by the Peanut Company of It is important that we maintain standards Codex Alimentarius and the Australia New them into our legislation so that our standards grown in Australia is supported and not undermined MAIN COMMITTEE 11873 a.m.)-As has been noted by the member Forestry Legislation Amendment Bill (No. 2) acts. It is a bill that draws together very important issues are touched on in this bill. One the Australian Wine and Brandy Corporation Act to that list and to give effect to internaour wine industry in Australia is booming. only in the member for Braddon's electorate but of the wine industry in virtually every electorhas become a real export winner for Australia. To Blair, the wine industry taking up growth in areas reducing is fantastic. In fact, one of the recent been to support the development of a winery-a to Marburg on the Warrego Highway. That will in the area. We have some wonderful winis a phenomenal flow of traffic in the area beof a crushing plant will draw together all them with an opportunity to have their product there is so much passing trade will be an imreferred to in this bill. As this industry grows provide a unique product not only in that they serve, but also internationally-it is names, just as France obviously wants with its It likes to protect that title, although you could some of our wine growing regions now have It is not only the established regions but their own flavour and reputation that will reguarding its protected names at the moment, in our names because Australia's reputation is so 1982 basically allows the incorporation of stanStandards Code, the Codex Alimentarius Comof the United Nations and the WHO. more important in Australia. For example, rein peanuts became a massive issue because the amount of peanuts grown in that area, Kinof peanuts in Australia. When we have peanuts, which are distributed throughout Australia and by other distributors. in relation to food through the monitoring of the Zealand Food Standards Code and that we work are protected and the high quality of food in any way by inadequate standards that REPRESENTATIVES MAIN COMMITTEE 11874 apply elsewhere. This is something that your would support 100 per cent because In relation to this there are the amendments Act 1992. That act affects the monitoring of also contributes. Those two amendments are portant issue and it is something we want to ments relating to the Quarantine Act 1908. with regard to quarantine in Australia. I would minister for the wonderful TV as we have seen and growing figure representing Australia on dile Hunter talking about quarantine is excellent. of that particular ad. I do not know whether Mr Truss-I just cuddled a koala.",105
