Speaker,Text,pageNumbers
NA,"Tuesday, 8 October 1991",12
NA,The House met at 2 p.m.,12
NA,ABSENCE OF MR SPEAKER,12
NA,The Clerk-I inform the House of the,12
NA,"absence of the Speaker, who is on parliamen-",12
NA,tary business overseas. In accordance with,12
NA,"standing order 14, the Chairman of Commit-",12
NA,"tees, as Acting Speaker, will take the chair.",12
Mr ACTING SPEAKER , Mr Ronald,12
NA,"Edwards) thereupon took the chair, and read",12
NA,prayers.,12
NA,MINISTERIAL ARRANGEMENTS,12
Mr HAWKE ,Wills-Prime Minister)-I,12
NA,inform the House that the Minister for Trade,12
NA,"and Overseas Development, Dr Blewett, is",12
NA,overseas holding discussions on GATT and,12
NA,will return to Australia tomorrow. In his,12
NA,absence from Question Time today questions,12
NA,which normally would be addressed to Dr,12
NA,Blewett should be addressed to the Attorney-,12
NA,"General, Mr Duffy.",12
NA,QUESTIONS WITHOUT NOTICE,12
NA,Interest Rates,12
Dr HEWSON,My question is directed to,12
NA,the Prime Minister. Is it a fact that on one,12
NA,side of the interest rate debate we have the,12
NA,"Prime Minister, the Treasurer and the",12
NA,Treasury and lined up opposing them are the,12
NA,honourable member for Blaxland and the,12
NA,Governor of the Reserve Bank? Does this,12
NA,open conflict signal to the Australian people,12
NA,that the Hawke Government does not have a,12
NA,clue about the direction of interest rates,12
NA,midst of the worst recession in 60 years a,12
NA,-ecession engineered by extremely high,12
NA,mterest rates?,12
Mr HAWKE,The honourable gentleman,12
NA,raises the issue of sources of advice on what,12
NA,should happen to interest rates. Let me make,12
NA,one point to him which should be without,12
NA,debate at all: I would not look to him-nor,12
NA,would any sensible person-on the question,12
NA,of what should happen to interest rates. I,12
NA,remind the House of the statement made by,12
NA,the Leader of the Opposition when we com-,12
NA,menced the reduction of interest rates in,12
NA,January of last year. His classic comment at,12
NA,"that time was, 'The Treasurer, his",12
NA,"Government and, indeed, the Reserve Bank",12
NA,should hang their heads in shame'. That was,12
NA,"in January 1990, when we commenced the 8t h",12
NA,percentage point reduction in interest rates,12
NA,which is now being effected. The position of,12
NA,the Leader of the Opposition was that this,12
NA,was an incorrect decision and that the,12
NA,Government should have kept interest rates,12
NA,higher for longer than it did. That is the,12
NA,"position of the Leader of the Opposition, so",12
NA,he speaks from no position of strength on this,12
NA,question of interest rates.,12
NA,"As far as the processes are concerned, I will",12
NA,not comment on any speculation in the news-,12
NA,"papers, but I will m-ke some points about the",12
NA,Government's co-uct o- monetary policy.,12
NA,We observe due process m this matter and,12
NA,"unlike the Leader of the Opposition, w-",12
NA,"respect the position of the Reserve Bank, its",12
NA,Governor and its board. We do not undertake,12
NA,a process qf public denigration of people,12
NA,occupying positions of important responsibili-,12
NA,ty.,12
NA,I remind the House that the last interest rate,12
NA,reduction was based on the unanimous advice,12
NA,"of the board, formulated at its regularly",12
NA,scheduled meeting. That is what happened on,12
NA,the last occasion. This Government and its,12
NA,"advisers, including the Reserve Bank will",12
NA,continue to monitor developments ht the,12
NA,economy and to ensure that the setting of,12
NA,monetary policy remains closely attuned to,12
NA,achieving the economic objectives of this,12
NA,Government. The stance that we have estab-,12
NA,lished is designed to facilitate the recovery,12
NA,in the which is now becoming evident without re-,12
NA,igniting inflationary development. I am sure,12
NA,that everyone in this House would agree with,12
NA,that.,12
NA,Let me make it clear that this Government,12
NA,"does not intend to forgo growth, including job",12
NA,"growth, to achieve zero inflation-which is so",12
NA,glibly talked about by the honourable gentle-,12
NA,man who has asked this question-by having,12
NA,"!hat unrealistic inflation objective, nor does it",12
NA,mtend to have an excessive easing of policy,12
NA,to launch Australia on the path of boom that,12
NA,inevitably would be followed by bust.,12
NA,"Since January 1990, the way in which the",12
NA,"Government has conducted monetary policy,",12
NA,against the position of the Leader of the,13
NA,"Opposition, has been to the benefit of this",13
NA,country. There has been an 81/2 percentage,13
NA,point reduction in interest rates-a process,13
NA,"which, as I say, was opposed by the Leader",13
NA,of the Opposition. At all times we have,13
NA,followed due process; we will continue to do,13
NA,"so and, in following due process, we will not",13
NA,engage in that tactic of the Leader of the,13
NA,"Opposition of, without any basis at all, attack-",13
NA,ing the integrity of people who have a statu-,13
NA,tory duty to uphold the position of this,13
NA,country in regard to the responsible conduct,13
NA,of policy.,13
NA,Australian Council of Social Service:,13
NA,Assistance to Needy,13
Mr LES SCOTT,My question is ad-,13
NA,dressed to the Prime Minister. Can he inform,13
NA,the House what action has been taken to assist,13
NA,those affected by the economic downturn?,13
NA,Does he intend to take any additional meas-,13
NA,ures to assist Australians affected by the,13
NA,downturn?,13
Mr HAWKE,This is a very timely ques-,13
NA,"tion, and I thank the honourable member for",13
NA,Oxley for it. I spoke to ACOSS last week and,13
NA,"outlined that the Government, Mr Acting",13
NA,"Speaker, as you know, has a comprehensive",13
NA,safety net for those people directly affected-,13
Dr HEWSON ,Answer the question.,13
Mr HAWKE,I know the Leader of the,13
NA,"Opposition wants to interrupt; after last week,",13
NA,he will not want to hear anyone talking about,13
NA,ACOSS. He should be ashamed of his per-,13
NA,"formance, as I will show. We will come to",13
NA,the Leader of the Opposition and ACOSS in,13
NA,"a moment. Let me say, as I pointed out to",13
NA,"ACOSS, that we have this comprehensive",13
NA,"safety net in place. First, we have substantial-",13
NA,ly increased in real terms benefits for those in,13
NA,"need. For an unemployed single adult, we",13
NA,have increased real benefits by 26 per cent;,13
NA,for those not renting privately and for those,13
NA,"renting privately, we have increased benefits",13
NA,"by 54 per cent. Secondly, we have, with the",13
NA,"introduction of Newstart, assisted the unem-",13
NA,ployed to find jobs through a-tive job search,13
NA,"and training. Finally, of course, the last line",13
NA,of defence in the safety net is emergency,13
NA,"relief. You will know, Mr Acting Speaker,",13
NA,that in the Budget that emergency relief,13
NA,funding was increased by $3m to a total of,13
NA,"$1O.84m and that last week, when I was",13
NA,"speaking to ACOSS, I announced an increase",13
NA,in additional funding of $3.5m this year to,13
NA,bring the total funds available in 1991-92 to,13
NA,$14.4m.,13
NA,Against that background of the demonstrat-,13
NA,ed real concern of the Government for look-,13
NA,ing after those who have been adversely,13
NA,"affected by the economic downturn, I imagine",13
NA,"that most members in this place, not only",13
NA,those on this side of the House but many on,13
NA,"the other side, would have been bemused by",13
NA,the amazing speech of the Leader of the,13
NA,Opposition to ACOSS last week. For exam-,13
NA,"ple, the Leader of the Opposition said to",13
NA,ACOSS:,13
NA,I put it to you that the Coalition is just as interested,13
NA,in welfare and just as interested in assisting the,13
NA,genuinely needy as the Labor Party . . .,13
NA,Yet in the same speech he confirmed the,13
NA,policy of the Opposition to throw onto the,13
NA,street after nine months those who are unem-,13
NA,ployed. That is the measure of this man who,13
NA,wants the Australian public to believe he is,13
NA,compassionate. The revelation of the working,13
NA,of the mind of the Leader of the Opposition,13
NA,was in fact contained in an article in the,13
NA,Sydney Morning Herald on 3 August this,13
NA,year. I would ask members of the House to,13
NA,just pick up closely how the mind of the,13
NA,Leader of the Opposition works. This is what,13
NA,he had to say:,13
NA,The basics of my beliefs are in economics. They,13
NA,stem originally from a lot of theoretical work that,13
NA,"I did myself, building multi-country computer",13
NA,"models of regulated financial systems, for example,",13
NA,then breaking down the regulations in the models.,13
NA,And then cranking out all the properties to see what,13
NA,"effect it has on interest rates, growth and employ-",13
NA,"ment, and things like that.",13
NA,Mr Simmons-What about people?,13
Mr HAWKE,The honourable member,13
NA,"correctly interjects, 'What about people?'.",13
NA,Where are people in this desiccated calculat-,13
NA,ing machine? There is no concern for,13
NA,people-,13
NA,Opposition members interjecting-,13
Mr ACTING SPEAKER,Order!,13
Mr HAWKE,The Opposition Leader,14
NA,gave us another revealing insight in this,14
NA,speech. I ask the House to take note of what,14
NA,"he said when speaking to ACOSS, this collecon",14
NA,tion of honourable people of integrity who,14
NA,make up ACOSS. I will table a list of the,14
NA,members who make up ACOSS. Without an,14
NA,"being exhaustive about it, these are the",14
NA,who were so viciously attacked by the,14
NA,of the Opposition: the Anglican Church of,14
NA,Australia; the Social Responsibilities,14
NA,"Commission, the Australian Conference of",14
NA,"Leaders of Religious Institutes, the Federation",14
NA,of Australian Jewish Welfare Societies;,14
NA,Legacy Coordinating Council; the National,14
NA,Anglican Caring Organisations Network; the,14
NA,National Association of Community Based,14
NA,Children's Services; the National Catholic,14
NA,Association of Family Agencies; the Salvation,14
NA,"Army, Southern Command and Eastern for",14
NA,Command; and the Society of St Vincent de,14
NA,Paul. These are the organisations to,14
NA,Leader of the Opposition had this to say:,14
NA,By concentrating on expanding and approving,14
NA,"provision of welfare, in one sense at least,",14
NA,is just reinforcing the Biblical reminder that,14
NA,poor are always with us.,14
NA,What did the Leader of the Opposition mean,14
NA,"by that statement, reminding us that the poor",14
NA,are always with us? Does he mean that by,14
NA,"taking away welfare from people, the people",14
NA,whom he calls the poor will,14
NA,the scene? Or does he mean that because the,14
NA,poor are always with us that it is not worth,14
NA,doing anything to help them? The Leader of,14
NA,the Opposition owes it to the House and to,14
NA,the hundreds of thousands of decent people of,14
NA,integrity involved in working with those 55,14
NA,organisations of ACOSS to explain what he,14
NA,means about the proposition that the poor,14
NA,always with us.,14
NA,This gentleman in his speech to ACOSS has,14
NA,demeaned the concept of parliamentary,14
NA,responsibility to those in need in this,14
NA,community. He has made a mockery of any,14
NA,concept of compassion. Those opposite will,14
NA,stand condemned and will reap their reward,14
NA,in 1993.,14
NA,The Honourable Member for Blaxland,14
Mr MCARTHUR,Is the Prime Minister improving.,14
NA,aware of comments by the Victorian State,14
NA,"Secretary of the AMIEU, Mr Wally Curran,",14
NA,that the honourable member for Blaxland,14
NA,should be elevated to the prime ministership,14
NA,the basis of his support for job creation?,14
NA,Is it the Prime Minister's view that their,14
NA,combined experience-the former in creating,14
NA,"unemployment pool of one million, and the",14
NA,people latter in reducing the work force of the,14
NA,"Leader Victorian meat industry from 7,000 to",14
NA,"1,800-ideally equips them to guide Australia",14
NA,out of the recession we had to have?,14
Mr HAWKE,That is a very uncharitable,14
NA,"question indeed. It is uncharitable to me, it is",14
NA,uncharitable to the honourable member for,14
NA,"Blaxland, and it is uncharitable to Mr Curran.",14
NA,Mr Downer interjecting-,14
Mr HAWKE,May I say in response to,14
NA,the interjection from the honourable member,14
NA,"Mayo that I dream about him, that I have",14
NA,very little time for dreaming and what I do,14
NA,whom the have I do not waste on Curran.,14
NA,"As I have indicated, I am quite relaxed",14
NA,the about the way this great Labor movement,14
NA,ACOSS operates. We have been going for 100 years,14
NA,the now. In that time we have found that sections,14
NA,of the political movement talk to sections of,14
NA,the industrial movement. It is good for busi-,14
NA,"ness. As far as we are concerned, we will do",14
NA,"what we have to do; that is, having slowed",14
NA,"down the Australian economy, as we had to",14
NA,disappear from do in the period-,14
NA,Mr Broadbent-Slowed it down!,14
Mr ACTING SPEAKER,Order! The,14
NA,honourable member for Corinella!,14
Mr HAWKE,I have explained the,14
NA,statistics before. When the honourable mem-,14
NA,ber for Blaxland was the Treasurer we had to,14
NA,are slow the Australian economy down. We did,14
NA,"that. We did it, as I have indicated in my",14
NA,"previous answer, with a concern for those",14
NA,who would be adversely affected. Now we are,14
NA,able to point to the fact that we are now,14
NA,emerging from that recession and we are,14
NA,doing it from an infinitely stronger base than,14
NA,we had before.,14
NA,We have a rate of inflation which is signifi-,14
NA,cantly lower than that of our major trading,14
NA,partners. Our external position is steadily,14
NA,As we go into the second half of,14
NA,"this financial year, employment will begin to",14
NA,recover significantly. As a nation comes out,15
NA,"of recession, employment is always the last",15
NA,indicator to recover because employers keep,15
NA,on an excess of labour in times of recession.,15
NA,My colleagues in Government and I are,15
NA,going about that business. If people-whether,15
NA,"on the side of government, in the trade union",15
NA,movement or in ACOSS-have specific,15
NA,"proposals that they want us to consider, we",15
NA,will do so.,15
NA,Trends in Disposable Income,15
Mr LANGMORE,Is the Minister repre-,15
NA,senting the Minister for Social Security aware,15
NA,of a survey of trends in disposable income in,15
NA,"Australia during the last eight years? If so,",15
NA,would he tell the House the conclusions of,15
NA,that survey and its implications?,15
Mr HOWE,I thank the honourable,15
NA,member for Fraser.,15
Mr HOWARD ,Are we going to have a bit,15
NA,of retribution?,15
Mr HOWE,I do not mind being labelled,15
NA,compassionate. The honourable member for,15
NA,Bennelong may not like to be regarded as,15
NA,"such, but if that is a label he wants to put on",15
NA,"me, I accept it. The study by Dr Harding and",15
NA,John Lant carefully demonstrates the signifi-,15
NA,cant progress that this Government has made,15
NA,in alleviating poverty among the most vul-,15
NA,"nerable groups in our society-the aged, the",15
