speakerGroups,Speaker,text,pageNumbers
0,NA,"i^ouse of Hfprrsentatibrs . Friday, 1 October, igog. Mr SPEAKER took the chair at 10.30 a.m., and read prayers. PERSONAL EXPLANATIONS. FINANCIAL RELATIONS, COMMONWEALTH AND STATES.",14
1,Mr HENRY WILLIS ,"Robertson) [10.31] - r wish to make a personal explanation. During his very interesting speech last evening, the honourable member for iFremantle referred to a statement made by me on the previous day regarding the proposed arrangement for future payments by the Commonwealth to the States, and contrasted it with what I said a year or two ago on the same subject. But in my earlier speech. I was referring to the pro1 bable future expansion of the Commonwealth power, and the services which would have to be taken over. I saidIt does not necessarily follow that we should take over these large services at once. Then come these words, which were quoted by the honourable memberWe cannot adjust the nnancial relations of the Commonwealth and States unless we take over these great services. Unless we obtain control of them we must return to the States at least ^9,000,000 annually. The honourable member for Fremantle has charged me with inconsistency, but the two speeches are quite consistent. In 1907-8, the States were receiving from the Commonwealth ,£8,856,905. That sum I wish to capitalize under a scheme which I put forward as better than that of the Government. He claims that I should support the Government scheme, but the quotation which he made does not prove that I was ever in favour of such an arrangement. I proposed to give to the States to the very fraction what the Government proposes to give to them, and to take from them, within a trifling amount, what would be taken from them under the Government scheme. But, instead of first giving them 25s. per capita, and then taking away that and 14s. 3d. to pay the interest on the public debt, I would treat them much more liberally. I would give the States as much as they would receive under the Government proposal, and was within the mark in saying that £9,000,000 would have to be returned to them on the basis of the 1907-8 payment. The basis of the calculation on which the Government scheme rests is not sound, whereas my scheme has an actuarial foundation.",14
2,Mr SPEAKER ,The honourable member must not discuss the Government scheme.,14
3,Mr HENRY WILLIS ,"I am merely mentioning facts which show that my speeches on this subject have not been inconsistent. I propose to give to each State what it is actually entitled to. It is because the Government scheme will not do so that I cannot support it. My scheme would provide funds for all time, whatever the expansion of the Commonwealth expenditure might be by reason of the taking over of new services, but under the Government proposal such expansion cannot be provided for. Mr KING O'MALLEY - The honourable member's scheme is a good one.",14
4,Mr HENRY WILLIS ,"I fear, Mr. Speaker, that you may think that it was arranged between the honourable member for Fremantle and me that he should make the quotation to which I have referred, in order that. I might have an opportunity this morning to again explain the merits of my scheme, but I assure you that, although we sit together, nothing of the kind has been done.",14
5,Mr WISE ,"Gippsland) [10.37] - Un fortunately, I was temporarily absent last evening when the honourable member for Fremantle referred to something which I said in this House on a former occasion. He quoted from a speech delivered in 1907, to charge me with inconsistency. To understand the position, it must be remembered that my remarks were made in consequence of something said by the honourable member for Flinders who, in estimating what the revenue from Customs duties would be a few years ahead, referred to the States' debts. He saidWhat we might fairly say is that the lower limit bf the amount which we ought to hand back to the States is that which, to my mind, is impliedly prescribed by the Constitution. I refer to what is, I think, the basis of the constitional proposals, and that is that we should burden ourselves with the whole of the interest of the States' debts as existing at the time of the establishment of the Commonwealth. I believe that to have been in the minds of most of those who framed our Constitution",14
6,Mr SPEAKER ,The honourable member is now dealing with the speech of another honourable member which is not in question. I ask him to confine himself to a personal explanation of such remarks of his as he considers to have been misrepresented.,14
7,Mr WISE ,I cannot do so without referring to the speech of the honourable member for Flinders.,15
8,Mr SPEAKER ,"The honourable member may refer to it incidentally, but may not quote from it at length. Were such quotations allowed, it would be possible, under cover of a personal explanation, to read the whole of the speech made by another honourable member.",15
9,Mr WISE ,"The report of the speech of the honourable member for Flinders covers several pages of Hansard, and I wish to read only about twenty lines of it. If I cannot do so now, I shall certainly take an opportunity to deal with the matter fully on the second reading of the Bill; but to clear myself now of the charge of Inconsistency let me say that the honourable member for Flinders had stated that the idea in the minds of the members of the Convention .was that the Commonwealth, in taking over the Customs and - Excise revenue, should take with it the sponsibility for the debts, and the interest on them, at the time of federating. He pointed out that, in his opinion, the revenue from Customs and Excise in two or three years' time would be £9,000,000, of which three-fourith's would be about £6,750,000. As that would not be sufficient to pay interest on their debts, he proposed to give them another £500,000, or, in all, about £7,250,000. I said that I agreed with that proposal, but, since then we have relieved the States of expenditure on old-age pensions amounting to £1,500,000, which brings the amount down to less than £6,000,000. When speaking the other evening, I said that I had no objection to the proposal on the score of the amount that it was proposed to pay to the States, but that I was in favour of the Lyne-Deakin scheme, which was based on the Harper scheme, under which the States would have received, to 1 begin with, £6,000,000. The honourable member for Mernda originally proposed to give them £6,500,000 a year. ""Under the scheme now before us they would get about £5,500,000 a year. In reply to an interjection, I said the other evening that 1 was in favour of the scheme which the honourable member for Mernda outlined in his speech on the Constitution Alteration (Finance) Bill. He proposed that the States should receive 25s. per capita until their population had increased to 7,200,000, and the payments to £9,000,000, the amount of the interest on the State debts, as they exist at the present day. I found no fault with the proposal to pay, £5,500,000 to the States, and was, indeed, prepared to commence vvith a payment of £6,000,000 under the Lyne-Deakin scheme. The honourable member for Mernda showed that the payments under his scheme would increase to £9,000,000 in about the same length of time as they would increase to that sum under the Lyne-Deakin scheme-betwee n thirty and thirty-five years. There was no inconsistency between my speech of 1907 and that of the other evening.",15
10,Mr HEDGES ,Fremantle) [10.42] By way of personal explanation,15
11,Mr SPEAKER ,"I hope that honourable members do not intend to, each day,, redeliver speeches vvhich they have recently made. The right of personal explanation is always afforded to honourable members who have been misrepresented, but May points out clearly that such explanations reare against the forms and rules of the House, and an indulgence which should be only used on very important occasions. 1 hope that honourable members will not feel it incumbent on them, when a personal explanation has been made, and their names, perhaps only incidentally, mentioned, to make explanations on their own account. If the honourable member desires to explain something vvhich he has said, and which has been misrepresented, I shall allow him to proceed, but I hope that this will not continue very much further.",15
12,Mr HEDGES ,"I wish to explain something which has been misrepresented. What I said last night has been misunderstood. The honourable member for Gippsland misunderstood the point which 1 took. It was contained in the quotation of these wordsSuch an amount represents about ^500,000 in excess of the three-fourths of the present Customs revenue. POSTMASTER-GENERAL'S DEPARTMENT. OVERSEA MAIL CONTRACT : STAY OF VESSELS IN PORT-MORE E POST OFFICE-CHARG E AGAINST A POSTAL ASSISTANT.",15
13,Mr FRAZER ,"In regard to the suggested alteration of ' the time-table for the oversea mails, I wish to ask the Postmaster-General if , during the currency of the present contract with the Orient Steam Navigation Company, "" complaint has been lodged with the Department that the time allowed under it for the stay of their steamers at Port Melbourne is insufficient to enable the necessary loading to take place?",15
14,Sir JOHN QUICK ,"I am not aware of any such complaint having been made. Under the new contract the cool storage accommodation provided on the vessels of the company will be increased to 2,000 tons. The taking in of cargo to fill that largely increased space will, it is said, require additional time, and the vessels of the company will not be able to load in time to leave Adelaide as hitherto on Thursday. The company is therefore strongly urging the adoption of the new time-table, which will enable its vessels to leave Adelaide on Friday.",16
15,Mr FRAZER ,"I wish to ask the Postmaster-General whether the cool storage space now provided on the Moldavia, the Morea, and two or three other new steamers of the Peninsular and Oriental Steam Navigation Company is equal to that which has to be provided on the new vessels of the Orient Steam Navigation Company's vice. If it is, will the honourable gentleman say whether a complaint has been made that the time allowed at present to fill that space at Port Melbourne is insufficient ?",16
16,Sir JOHN QUICK ,"I am not aware of the exact extent of the cool storage accommodation provided at present on the vessels of the Peninsular and Oriental Steam Navigation Company, but there is a material difference between the two. Another point which must not be overlooked is that the vessels of the Peninsular and Oriental Steam Navigation Company terminate their voyage at Sydney, whereas the Orient Company's vessels have to go on to Brisbane, and they cannot go there and back, and take in cargo at Port Melbourne, in the same time as do the vessels on the other line whose terminal port is Port Jackson.",16
17,Mr THOMAS BROWN ,"I desire to ask the Postmaster-General whether his attention has been drawn to the following telegram, appearing in this morning's issue of the Age, under the headings "" Alleged Embezzlement "" ; ""Postal official charged."" "" An overworked staff."" At the Moree Quarter Sessions today Stanley George Weber, assistant at the local post-office, was charged with stealing £ S , the property of the Commissioners of the Government Savings Bank. Accused pleaded not guilty. . . . The Crown Prosecutor described the condition of affairs at the Moree post-office at that time as chaotic and disgraceful. Further evidence showed that complaints were frequent about thai time of the Moree post-office being undermanned and the staff overworked. The business was very heavy, and large sums of money passed through the hands of youths like defendant. In a written statement defendant attributed his failure to hand over the £ 8 to the rush of work at the counter, and the non-entry of the amount in the office book owing to the latter having been mislaid. Acting Judge Dawson commented in strong terms on the Postal Department summoning defendant some time after the missing money had been handed in by the defendant. There was, he said, considerable doubt in the case, and therefore the jury could not convict. The jury acquitted defendant. Is the Postmaster-General aware that the chaotic condition of affairs referred to is not peculiar to the Moree post-office, but obtains generally throughout the States, and will he take steps to remove, as speedily as possible, the cause of complaint as to the undermanning of the Department? Further, will he inquire into this case and ascertain why the prosecution was instituted in the circumstances to which the learnea ser- Judge referred?",16
18,Sir JOHN QUICK ,"I gave no authority for the prosecution, which must, therefore, have been instituted by the Deputy Postmaster-General of New South Wales, acting on legal advice. Under his delegated power, he has a certaindiscretion .",16
19,Sir JOHN FORREST ,This was a prosecution in connection with Savings Bank work.,16
20,Sir JOHN QUICK ,The Moree post office transacts business in connection with the Savings Bank.,16
21,Mr THOMAS BROWN ,That is so.,16
22,Sir JOHN QUICK ,"There has been some slight disorganization in the Moree post-office. The matter has been brought before me, and I have on two or three occasions directed the attention of the Deputy Postmaster-General of New South Wales to it. He reported that the disorganization arose from the frequent changes made .in the office, and he promised to rectify the matters complained of. No doubt, in times past, there has been ground for complaint of undermanning in connection with many post-offices, but I need scarcely remind the honourable member that, in the Estimates now before the House, provision is made for an increase of over 600 hands in the staff of the Department in New South Wales. It is believed that when those additional hands are employed many of the complaints about overwork and overtime will be removed. . DISORDERLY QUESTIONS. ABSENCE OF THE OPPOSITION.",16
23,Dr WILSON ,"I have noticed, with great pain, Mr Speaker, that during the last few . mornings honourable members usually occupying the direct Opposition benches have been absent when the House has met, and I wish to ask .whether you have received any information from them that they object to the prayers.",17
24,Mr FRAZER ,If we drew attention to every absence on the part of the honourable member at the opening of the House the record would be a pretty long one.,17
25,Dr LIDDELL ,"In all sincerity, Mr. Speaker, and with a full sense of the responsibility of my position, I desire to ask whether you can inform the House what has become of our dear friend and comrade, and ex-Leader of the Opposition, the honourable member for South Sydney'.",17
26,Mr SPEAKER ,"I think that I ought to be able to rely upon honourable members to put to the Chair only such questions as relate to matters with which the Chair is concerned. I may say, in passing, that the Chair is not supposed to answer questions. I sincerely hope that I shall not have to remind honourable members again that it is unbecoming to put to the Chair questions of the character of those which have just been addressed to me. Questions of a similar character have previously been allowed'by the Chair to pass without comment, but they ought not to be made.",17
