Speaker,Text,pageNumbers
NA,"Wednesday, Sth Deceniber 1965.",14
Mr SPEAKER ,Hon. Sir John MCLeay),14
NA,"took the chair at 2.30 p.m., and read",14
NA,prayers.,14
NA,PENSIONS.,14
NA,Mr LINDSAY presented a petition from,14
NA,certain electors of the Commonwealth,14
NA,praying that the Parliament will amend the,14
NA,social services legislation to give an imme-,14
NA,diate increase in the basic pension rate paid,14
NA,to all social service pensioners.,14
NA,Petition received.,14
NA,BOOKLET ON VIETNAM.,14
Mr GALVIN , I ask the Prime Minis-,14
NA,ter a question. Is he aware that the South,14
NA,Australian Minister for Education has,14
NA,stated that he has requested school teachers,14
NA,in South Australia not to use the booklet,14
NA,on Vietnam issued by the Department of,14
NA,External Affairs until he has had time to,14
NA,examine it? Will the Prime Minister give an,14
NA,assurance that no more of these booklets,14
NA,will go to South Australia until the wishes,14
NA,of the South Australian Minister for Educa-,14
NA,"tion are known? Further, before sending",14
NA,these booklets to other States will the,14
NA,Prime Minister consult with State Ministers,14
NA,for Education?,14
Sir ROBERT MENZIES ,Ther e is no,14
NA,obligation on any teacher to use this booklet,14
NA,or to discuss it with his pupils. The booklet,14
NA,is designed to inform headmasters of,14
NA,"schools, clergymen and various social and",14
NA,other leaders in the community. I would be,14
NA,surprised to know that we cannot distribute,14
NA,a piece of literature relating to a matter,14
NA,within our jurisdiction without the consent,14
NA,of a State Minister.,14
NA,Mr Courtnay -Sen d them the Vernon,14
NA,report.,14
Sir ROBERT MENZIES ,Tha t is not a,14
NA,bad idea.,14
NA,SHIPPING.,14
Mr HAWORTH , I ask the Minister for,14
NA,Labour and National Service a question,14
NA,concerning the hold up of the tanker,14
NA,"""Oceanic Grandeur"" by members of the",14
NA,Australian Seamen's Union. It has been,14
NA,F.14706/65 -R -[134 ],14
NA,alleged that the hold up is due to a broken,14
NA,implied agreement between Ampol Petro-,14
NA,leum Ltd. and the Seamen's Union to man,14
NA,"the "" P. J. Adams"" with an Australian",14
NA,crew after the company had been granted,14
NA,a subsidy of £1 million by the Australian,14
NA,"Government. Is this claim correct? If not,",14
NA,what is the reason for this precipitate action,14
NA,Petition. by the Australian Seamen's Union?,14
Mr MCMAHON ," The "" Oceanic",14
NA,"Grandeur "" has been held up in Moreton",14
NA,Bay by the tugboat employees' organisation.,14
NA,I am not certain whether members of that,14
NA,organisation are members of the Australian,14
NA,Seamen's Union. The alleged ground for,14
NA,the hold up is that a verbal agreement,14
NA,between the Ampol company and the tug-,14
NA,boat employees has not been observed. In,14
NA,order to prevent this hold up continuing,14
NA,we have been in close consultation with,14
NA,our colleagues in Queensland. I have ascer-,14
NA,tained that the tugboat employees' organi-,14
NA,sation is not here operating under the Com-,14
NA,monwealth Conciliation and Arbitration Act,14
NA,but comes within the jurisdiction of the,14
NA,Queensland Industrial Commission. The,14
NA,Queensland authorities have informed my,14
NA,Department today that the matter will imme-,14
NA,diately come before Mr Commissioner,14
NA,Harvey. It is hoped that very shortly he will,14
NA,bc able to call the parties together with a,14
NA,view to resolving the dispute quickly.,14
NA,IMMIGRATION.,14
Mr SEXTON ,M y question is directed,14
NA,to the Minister for Immigration. Can he,14
NA,"tell the House why 4,000 migrants- a",14
NA,record number-lef t Australia during the,14
NA,September quarter? Can he say what the,14
NA,action of these unsatisfied migrants will cost,14
NA,Australia?,14
Mr OPPERMAN ,Th e honorable mem-,14
NA,ber's question covers a very wide subject.,14
NA,"Actually, migrants are reaching Australia",14
NA,in record numbers. More migrants are,14
NA,coming here now than have ever come,14
NA,before and naturally the number of those,14
NA,leaving Australia will be higher than it was,14
NA,"before. However, the proportion of those",14
